Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access
7698,HR,117,"To designate the outpatient clinic of the Department of Veterans Affairs in Ventura, California, as the ""Captain Rosemary Bryant Mariner Outpatient Clinic"".",https://api.congress.gov/v3/bill/117/hr/7698?format=xml,"Rep. Brownley, Julia [D-CA-26]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7698/BILLS-117hr7698enr.xml
1098,S,117,Joint Consolidation Loan Separation Act,https://api.congress.gov/v3/bill/117/s/1098?format=xml,"Sen. Warner, Mark R. [D-VA]",Education,https://www.congress.gov/117/bills/s1098/BILLS-117s1098enr.xml
1766,HR,117,FTC Collaboration Act of 2021,https://api.congress.gov/v3/bill/117/hr/1766?format=xml,"Rep. O'Halleran, Tom [D-AZ-1]",Commerce,https://www.congress.gov/117/bills/hr1766/BILLS-117hr1766enr.xml
468,HR,117,Expedited Delivery of Airport Infrastructure Act of 2021,https://api.congress.gov/v3/bill/117/hr/468?format=xml,"Rep. Graves, Sam [R-MO-6]",Transportation and Public Works,https://www.congress.gov/117/bills/hr468/BILLS-117hr468enr.xml
4877,HR,117,One Stop Shop for Small Business Compliance Act of 2021,https://api.congress.gov/v3/bill/117/hr/4877?format=xml,"Rep. Delgado, Antonio [D-NY-19]",Commerce,https://www.congress.gov/117/bills/hr4877/BILLS-117hr4877enr.xml
8982,HR,117,Bulk Infant Formula to Retail Shelves Act,https://api.congress.gov/v3/bill/117/hr/8982?format=xml,"Rep. DelBene, Suzan K. [D-WA-1]",Foreign Trade and International Finance,https://www.congress.gov/117/bills/hr8982/BILLS-117hr8982enr.xml
7846,HR,117,Veterans' Compensation Cost-of-Living Adjustment Act of 2022,https://api.congress.gov/v3/bill/117/hr/7846?format=xml,"Rep. Luria, Elaine G. [D-VA-2]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7846/BILLS-117hr7846enr.xml
7500,HR,117,Fiscal Year 2022 Veterans Affairs Major Medical Facility Authorization Act,https://api.congress.gov/v3/bill/117/hr/7500?format=xml,"Rep. Allred, Colin Z. [D-TX-32]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7500/BILLS-117hr7500enr.xml
5641,HR,117,SPEED Recovery Act,https://api.congress.gov/v3/bill/117/hr/5641?format=xml,"Rep. Graves, Sam [R-MO-6]",Emergency Management,https://www.congress.gov/117/bills/hr5641/BILLS-117hr5641enr.xml
3895,S,117,United States Commission on International Religious Freedom Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/3895?format=xml,"Sen. Rubio, Marco [R-FL]",International Affairs,https://www.congress.gov/117/bills/s3895/BILLS-117s3895enr.xml
8656,HR,117,"To designate the clinic of the Department of Veterans Affairs in Mishawaka, Indiana, as the ""Jackie Walorski VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/8656?format=xml,"Rep. Banks, Jim [R-IN-3]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr8656/BILLS-117hr8656enr.xml
2293,S,117,CREW Act,https://api.congress.gov/v3/bill/117/s/2293?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2293/BILLS-117s2293enr.xml
5577,HR,117,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the ""John R. Lewis Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5577?format=xml,"Rep. Williams, Nikema [D-GA-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5577/BILLS-117hr5577enr.xml
3103,S,117,Eliminating Limits to Justice for Child Sex Abuse Victims Act of 2022,https://api.congress.gov/v3/bill/117/s/3103?format=xml,"Sen. Durbin, Richard J. [D-IL]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s3103/BILLS-117s3103enr.xml
4785,S,117,A bill to extend by 19 days the authorization for the special assessment for the Domestic Trafficking Victims' Fund.,https://api.congress.gov/v3/bill/117/s/4785?format=xml,"Sen. Klobuchar, Amy [D-MN]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4785/BILLS-117s4785enr.xml
5754,HR,117,Patient Advocate Tracker Act,https://api.congress.gov/v3/bill/117/hr/5754?format=xml,"Rep. McClain, Lisa C. [R-MI-10]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr5754/BILLS-117hr5754enr.xml
3451,S,117,"A bill to include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes.",https://api.congress.gov/v3/bill/117/s/3451?format=xml,"Sen. Hagerty, Bill [R-TN]",Environmental Protection,https://www.congress.gov/117/bills/s3451/BILLS-117s3451enr.xml
2992,HR,117,TBI and PTSD Law Enforcement Training Act,https://api.congress.gov/v3/bill/117/hr/2992?format=xml,"Rep. Pascrell, Bill, Jr. [D-NJ-9]",Health,https://www.congress.gov/117/bills/hr2992/BILLS-117hr2992enr.xml
5313,HR,117,Reese's Law,https://api.congress.gov/v3/bill/117/hr/5313?format=xml,"Rep. Kelly, Robin L. [D-IL-2]",Commerce,https://www.congress.gov/117/bills/hr5313/BILLS-117hr5313enr.xml
1057,HR,117,Greatest Generation Commemorative Coin Act,https://api.congress.gov/v3/bill/117/hr/1057?format=xml,"Rep. Kaptur, Marcy [D-OH-9]",Finance and Financial Sector,https://www.congress.gov/117/bills/hr1057/BILLS-117hr1057enr.xml
144,S,117,Desert Sage Youth Wellness Center Access Improvement Act,https://api.congress.gov/v3/bill/117/s/144?format=xml,"Sen. Feinstein, Dianne [D-CA]",Native Americans,https://www.congress.gov/117/bills/s144/BILLS-117s144enr.xml
8351,HR,117,Formula Act,https://api.congress.gov/v3/bill/117/hr/8351?format=xml,"Rep. Blumenauer, Earl [D-OR-3]",Foreign Trade and International Finance,https://www.congress.gov/117/bills/hr8351/BILLS-117hr8351enr.xml
2938,S,117,Bipartisan Safer Communities Act,https://api.congress.gov/v3/bill/117/s/2938?format=xml,"Sen. Rubio, Marco [R-FL]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s2938/BILLS-117s2938enr.xml
735,HR,117,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the ""Arturo L. Ibleto Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/735?format=xml,"Rep. Thompson, Mike [D-CA-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr735/BILLS-117hr735enr.xml
1444,HR,117,"To designate the facility of the United States Postal Service located at 132 North Loudoun Street, Suite 1 in Winchester, Virginia, as the ""Patsy Cline Post Office"".",https://api.congress.gov/v3/bill/117/hr/1444?format=xml,"Rep. Wexton, Jennifer [D-VA-10]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1444/BILLS-117hr1444enr.xml
767,HR,117,"To designate the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the ""Benjamin A. Gilman Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/767?format=xml,"Rep. Maloney, Sean Patrick [D-NY-18]",Government Operations and Politics,https://www.congress.gov/117/bills/hr767/BILLS-117hr767enr.xml
4591,HR,117,VA Electronic Health Record Transparency Act of 2021,https://api.congress.gov/v3/bill/117/hr/4591?format=xml,"Rep. Mrvan, Frank J. [D-IN-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr4591/BILLS-117hr4591enr.xml
2324,HR,117,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the ""D. Edwina Stephens Post Office"".",https://api.congress.gov/v3/bill/117/hr/2324?format=xml,"Rep. Lawson, Al, Jr. [D-FL-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2324/BILLS-117hr2324enr.xml
1170,HR,117,"To designate the facility of the United States Postal Service located at 1 League in Irvine, California, as the ""Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1170?format=xml,"Rep. Porter, Katie [D-CA-45]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1170/BILLS-117hr1170enr.xml
3823,S,117,Bankruptcy Threshold Adjustment and Technical Corrections Act,https://api.congress.gov/v3/bill/117/s/3823?format=xml,"Sen. Grassley, Chuck [R-IA]",Finance and Financial Sector,https://www.congress.gov/117/bills/s3823/BILLS-117s3823enr.xml
1097,S,117,Federal Rotational Cyber Workforce Program Act of 2021,https://api.congress.gov/v3/bill/117/s/1097?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s1097/BILLS-117s1097enr.xml
3613,HR,117,"To designate the facility of the United States Postal Service located at 202 Trumbull Street in Saint Clair, Michigan, as the ""Corporal Jeffrey Robert Standfest Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3613?format=xml,"Rep. McClain, Lisa C. [R-MI-10]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3613/BILLS-117hr3613enr.xml
4160,S,117,Supreme Court Police Parity Act of 2022,https://api.congress.gov/v3/bill/117/s/4160?format=xml,"Sen. Cornyn, John [R-TX]",Government Operations and Politics,https://www.congress.gov/117/bills/s4160/BILLS-117s4160enr.xml
1298,HR,117,"To designate the facility of the United States Postal Service located at 1233 North Cedar Street in Owasso, Oklahoma, as the ""Technical Sergeant Marshal Roberts Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1298?format=xml,"Rep. Hern, Kevin [R-OK-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr1298/BILLS-117hr1298enr.xml
2201,S,117,Supply Chain Security Training Act of 2021,https://api.congress.gov/v3/bill/117/s/2201?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s2201/BILLS-117s2201enr.xml
66,S,117,South Florida Clean Coastal Waters Act of 2021,https://api.congress.gov/v3/bill/117/s/66?format=xml,"Sen. Rubio, Marco [R-FL]",Environmental Protection,https://www.congress.gov/117/bills/s66/BILLS-117s66enr.xml
4168,HR,117,"To designate the facility of the United States Postal Service located at 6223 Maple Street, in Omaha, Nebraska, as the ""Petty Officer 1st Class Charles Jackson French Post Office"".",https://api.congress.gov/v3/bill/117/hr/4168?format=xml,"Rep. Bacon, Don [R-NE-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4168/BILLS-117hr4168enr.xml
3579,HR,117,"To designate the facility of the United States Postal Service located at 200 East Main Street in Maroa, Illinois, as the ""Jeremy L. Ridlen Post Office"".",https://api.congress.gov/v3/bill/117/hr/3579?format=xml,"Rep. Davis, Rodney [R-IL-13]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3579/BILLS-117hr3579enr.xml
4119,S,117,RECA Extension Act of 2022,https://api.congress.gov/v3/bill/117/s/4119?format=xml,"Sen. Lee, Mike [R-UT]",Labor and Employment,https://www.congress.gov/117/bills/s4119/BILLS-117s4119enr.xml
3525,HR,117,Commission To Study the Potential Creation of a National Museum of Asian Pacific American History and Culture Act,https://api.congress.gov/v3/bill/117/hr/3525?format=xml,"Rep. Meng, Grace [D-NY-6]","Arts, Culture, Religion",https://www.congress.gov/117/bills/hr3525/BILLS-117hr3525enr.xml
2514,S,117,"A bill to rename the Provo Veterans Center in Orem, Utah, as the ""Col. Gail S. Halvorsen 'Candy Bomber' Veterans Center"".",https://api.congress.gov/v3/bill/117/s/2514?format=xml,"Sen. Lee, Mike [R-UT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2514/BILLS-117s2514enr.xml
1872,S,117,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,https://api.congress.gov/v3/bill/117/s/1872?format=xml,"Sen. Ernst, Joni [R-IA]",Armed Forces and National Security,https://www.congress.gov/117/bills/s1872/BILLS-117s1872enr.xml
2102,S,117,Dr. Kate Hendricks Thomas SERVICE Act,https://api.congress.gov/v3/bill/117/s/2102?format=xml,"Sen. Boozman, John [R-AR]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2102/BILLS-117s2102enr.xml
3527,S,117,"A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to transfer the name of property of the Department of Veterans Affairs designated by law to other property of the Department.",https://api.congress.gov/v3/bill/117/s/3527?format=xml,"Sen. Tester, Jon [D-MT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s3527/BILLS-117s3527enr.xml
4089,S,117,Veterans Rapid Retraining Assistance Program Restoration and Recovery Act of 2022,https://api.congress.gov/v3/bill/117/s/4089?format=xml,"Sen. Durbin, Richard J. [D-IL]",Armed Forces and National Security,https://www.congress.gov/117/bills/s4089/BILLS-117s4089enr.xml
2533,S,117,Making Advances in Mammography and Medical Options for Veterans Act,https://api.congress.gov/v3/bill/117/s/2533?format=xml,"Sen. Tester, Jon [D-MT]",Armed Forces and National Security,https://www.congress.gov/117/bills/s2533/BILLS-117s2533enr.xml
1760,S,117,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs planned to be built in Oahu, Hawaii, as the ""Daniel Kahikina Akaka Department of Veterans Affairs Community-Based Outpatient Clinic"".",https://api.congress.gov/v3/bill/117/s/1760?format=xml,"Sen. Hirono, Mazie K. [D-HI]",Armed Forces and National Security,https://www.congress.gov/117/bills/s1760/BILLS-117s1760enr.xml
4426,HR,117,Homeland Security for Children Act,https://api.congress.gov/v3/bill/117/hr/4426?format=xml,"Rep. Payne, Donald M., Jr. [D-NJ-10]",Emergency Management,https://www.congress.gov/117/bills/hr4426/BILLS-117hr4426enr.xml
189,HR,117,John Lewis NIMHD Research Endowment Revitalization Act of 2021,https://api.congress.gov/v3/bill/117/hr/189?format=xml,"Rep. Barragan, Nanette Diaz [D-CA-44]",Health,https://www.congress.gov/117/bills/hr189/BILLS-117hr189enr.xml
7791,HR,117,Access to Baby Formula Act of 2022,https://api.congress.gov/v3/bill/117/hr/7791?format=xml,"Rep. Hayes, Jahana [D-CT-5]",Agriculture and Food,https://www.congress.gov/117/bills/hr7791/BILLS-117hr7791enr.xml
7691,HR,117,"Additional Ukraine Supplemental Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hr/7691?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",International Affairs,https://www.congress.gov/117/bills/hr7691/BILLS-117hr7691enr.xml
937,S,117,COVID-19 Hate Crimes Act,https://api.congress.gov/v3/bill/117/s/937?format=xml,"Sen. Hirono, Mazie K. [D-HI]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s937/BILLS-117s937enr.xml
3076,HR,117,Postal Service Reform Act of 2022,https://api.congress.gov/v3/bill/117/hr/3076?format=xml,"Rep. Maloney, Carolyn B. [D-NY-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3076/BILLS-117hr3076enr.xml
1319,HR,117,American Rescue Plan Act of 2021,https://api.congress.gov/v3/bill/117/hr/1319?format=xml,"Rep. Yarmuth, John A. [D-KY-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hr1319/BILLS-117hr1319enr.xml
5305,HR,117,Extending Government Funding and Delivering Emergency Assistance Act,https://api.congress.gov/v3/bill/117/hr/5305?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hr5305/BILLS-117hr5305enr.xml
75,HJRES,117,"Extension of Continuing Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hjres/75?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hjres75/BILLS-117hjres75enr.xml
610,S,117,Protecting Medicare and American Farmers from Sequester Cuts Act,https://api.congress.gov/v3/bill/117/s/610?format=xml,"Sen. Kaine, Tim [D-VA]",Health,https://www.congress.gov/117/bills/s610/BILLS-117s610enr.xml
1828,S,117,HAVANA Act of 2021,https://api.congress.gov/v3/bill/117/s/1828?format=xml,"Sen. Collins, Susan M. [R-ME]",Government Operations and Politics,https://www.congress.gov/117/bills/s1828/BILLS-117s1828enr.xml
6617,HR,117,Further Additional Extending Government Funding Act,https://api.congress.gov/v3/bill/117/hr/6617?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hr6617/BILLS-117hr6617enr.xml
1799,HR,117,PPP Extension Act of 2021,https://api.congress.gov/v3/bill/117/hr/1799?format=xml,"Rep. Bourdeaux, Carolyn [D-GA-7]",Commerce,https://www.congress.gov/117/bills/hr1799/BILLS-117hr1799enr.xml
1064,S,117,RENACER Act,https://api.congress.gov/v3/bill/117/s/1064?format=xml,"Sen. Menendez, Robert [D-NJ]",International Affairs,https://www.congress.gov/117/bills/s1064/BILLS-117s1064enr.xml
6119,HR,117,Further Extending Government Funding Act,https://api.congress.gov/v3/bill/117/hr/6119?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",Economics and Public Finance,https://www.congress.gov/117/bills/hr6119/BILLS-117hr6119enr.xml
3684,HR,117,Infrastructure Investment and Jobs Act,https://api.congress.gov/v3/bill/117/hr/3684?format=xml,"Rep. DeFazio, Peter A. [D-OR-4]",Transportation and Public Works,https://www.congress.gov/117/bills/hr3684/BILLS-117hr3684enr.xml
2471,HR,117,"Consolidated Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hr/2471?format=xml,"Rep. Jeffries, Hakeem S. [D-NY-8]",Economics and Public Finance,https://www.congress.gov/117/bills/hr2471/BILLS-117hr2471enr.xml
1605,S,117,National Defense Authorization Act for Fiscal Year 2022,https://api.congress.gov/v3/bill/117/s/1605?format=xml,"Sen. Scott, Rick [R-FL]",Armed Forces and National Security,https://www.congress.gov/117/bills/s1605/BILLS-117s1605enr.xml
1301,S,117,Promoting Physical Activity for Americans Act,https://api.congress.gov/v3/bill/117/s/1301?format=xml,"Sen. Brown, Sherrod [D-OH]",Economics and Public Finance,https://www.congress.gov/117/bills/s1301/BILLS-117s1301enr.xml
6256,HR,117,"To ensure that goods made with forced labor in the Xinjiang Uyghur Autonomous Region of the People's Republic of China do not enter the United States market, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/6256?format=xml,"Rep. McGovern, James P. [D-MA-2]",International Affairs,https://www.congress.gov/117/bills/hr6256/BILLS-117hr6256enr.xml
3237,HR,117,"Emergency Security Supplemental Appropriations Act, 2021",https://api.congress.gov/v3/bill/117/hr/3237?format=xml,"Rep. DeLauro, Rosa L. [D-CT-3]",Congress,https://www.congress.gov/117/bills/hr3237/BILLS-117hr3237enr.xml
3182,HR,117,Safe Sleep for Babies Act of 2021,https://api.congress.gov/v3/bill/117/hr/3182?format=xml,"Rep. Cárdenas, Tony [D-CA-29]",Commerce,https://www.congress.gov/117/bills/hr3182/BILLS-117hr3182enr.xml
6023,HR,117,Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2021,https://api.congress.gov/v3/bill/117/hr/6023?format=xml,"Rep. Costa, Jim [D-CA-16]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6023/BILLS-117hr6023enr.xml
3059,S,117,Courthouse Ethics and Transparency Act,https://api.congress.gov/v3/bill/117/s/3059?format=xml,"Sen. Cornyn, John [R-TX]",Law,https://www.congress.gov/117/bills/s3059/BILLS-117s3059enr.xml
812,S,117,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",https://api.congress.gov/v3/bill/117/s/812?format=xml,"Sen. Menendez, Robert [D-NJ]",International Affairs,https://www.congress.gov/117/bills/s812/BILLS-117s812enr.xml
497,S,117,American Fisheries Advisory Committee Act,https://api.congress.gov/v3/bill/117/s/497?format=xml,"Sen. Sullivan, Dan [R-AK]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s497/BILLS-117s497enr.xml
658,S,117,National Cybersecurity Preparedness Consortium Act of 2021,https://api.congress.gov/v3/bill/117/s/658?format=xml,"Sen. Cornyn, John [R-TX]","Science, Technology, Communications",https://www.congress.gov/117/bills/s658/BILLS-117s658enr.xml
2126,S,117,"A bill to designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming, as the ""Louisa Swain Federal Office Building"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/2126?format=xml,"Sen. Lummis, Cynthia M. [R-WY]",Government Operations and Politics,https://www.congress.gov/117/bills/s2126/BILLS-117s2126enr.xml
1226,S,117,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/1226?format=xml,"Sen. Casey, Robert P., Jr. [D-PA]",Government Operations and Politics,https://www.congress.gov/117/bills/s1226/BILLS-117s1226enr.xml
400,S,117,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act",https://api.congress.gov/v3/bill/117/s/400?format=xml,"Sen. Wicker, Roger F. [R-MS]",Government Operations and Politics,https://www.congress.gov/117/bills/s400/BILLS-117s400enr.xml
2629,S,117,Better Cybercrime Metrics Act,https://api.congress.gov/v3/bill/117/s/2629?format=xml,"Sen. Schatz, Brian [D-HI]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s2629/BILLS-117s2629enr.xml
1192,HR,117,PRRADA,https://api.congress.gov/v3/bill/117/hr/1192?format=xml,"Rep. Velazquez, Nydia M. [D-NY-7]",Law,https://www.congress.gov/117/bills/hr1192/BILLS-117hr1192enr.xml
7108,HR,117,Suspending Normal Trade Relations with Russia and Belarus Act,https://api.congress.gov/v3/bill/117/hr/7108?format=xml,"Rep. Neal, Richard E. [D-MA-1]",Foreign Trade and International Finance,https://www.congress.gov/117/bills/hr7108/BILLS-117hr7108enr.xml
6968,HR,117,Ending Importation of Russian Oil Act,https://api.congress.gov/v3/bill/117/hr/6968?format=xml,"Rep. Doggett, Lloyd [D-TX-35]",Foreign Trade and International Finance,https://www.congress.gov/117/bills/hr6968/BILLS-117hr6968enr.xml
3197,HR,117,Save the Liberty Theatre Act of 2021,https://api.congress.gov/v3/bill/117/hr/3197?format=xml,"Rep. Johnson, Mike [R-LA-4]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/hr3197/BILLS-117hr3197enr.xml
55,HR,117,Emmett Till Antilynching Act,https://api.congress.gov/v3/bill/117/hr/55?format=xml,"Rep. Rush, Bobby L. [D-IL-1]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr55/BILLS-117hr55enr.xml
1667,HR,117,Dr. Lorna Breen Health Care Provider Protection Act,https://api.congress.gov/v3/bill/117/hr/1667?format=xml,"Rep. Wild, Susan [D-PA-7]",Health,https://www.congress.gov/117/bills/hr1667/BILLS-117hr1667enr.xml
2497,HR,117,Amache National Historic Site Act,https://api.congress.gov/v3/bill/117/hr/2497?format=xml,"Rep. Neguse, Joe [D-CO-2]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/hr2497/BILLS-117hr2497enr.xml
1662,S,117,Supporting the Foundation for the National Institutes of Health and the Reagan-Udall Foundation for the Food and Drug Administration Act,https://api.congress.gov/v3/bill/117/s/1662?format=xml,"Sen. Lujan, Ben Ray [D-NM]",Health,https://www.congress.gov/117/bills/s1662/BILLS-117s1662enr.xml
3706,S,117,A bill to provide for the application of certain provisions of the Secure Rural Schools and Community Self-Determination Act of 2000 for fiscal year 2021.,https://api.congress.gov/v3/bill/117/s/3706?format=xml,"Sen. Crapo, Mike [R-ID]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/s3706/BILLS-117s3706enr.xml
1543,S,117,STANDUP Act of 2021,https://api.congress.gov/v3/bill/117/s/1543?format=xml,"Sen. Hassan, Margaret Wood [D-NH]",Health,https://www.congress.gov/117/bills/s1543/BILLS-117s1543enr.xml
854,S,117,Methamphetamine Response Act of 2021,https://api.congress.gov/v3/bill/117/s/854?format=xml,"Sen. Feinstein, Dianne [D-CA]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s854/BILLS-117s854enr.xml
3665,HR,117,"To designate the medical center of the Department of Veterans Affairs in San Diego, California, as the Jennifer Moreno Department of Veterans Affairs Medical Center, and to support the designation of a component of such medical center in honor of Kathleen Bruyere.",https://api.congress.gov/v3/bill/117/hr/3665?format=xml,"Rep. Levin, Mike [D-CA-49]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr3665/BILLS-117hr3665enr.xml
2545,HR,117,"To amend title 38, United States Code, to clarify the role of doctors of podiatric medicine in the Department of Veterans Affairs, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/2545?format=xml,"Rep. Wenstrup, Brad R. [R-OH-2]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr2545/BILLS-117hr2545enr.xml
321,S,117,"""Six Triple Eight"" Congressional Gold Medal Act of 2021",https://api.congress.gov/v3/bill/117/s/321?format=xml,"Sen. Moran, Jerry [R-KS]",Armed Forces and National Security,https://www.congress.gov/117/bills/s321/BILLS-117s321enr.xml
960,HR,117,"To designate the facility of the United States Postal Service located at 3493 Burnet Avenue in Cincinnati, Ohio, as the ""John H. Leahr and Herbert M. Heilbrun Post Office"".",https://api.congress.gov/v3/bill/117/hr/960?format=xml,"Rep. Wenstrup, Brad R. [R-OH-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr960/BILLS-117hr960enr.xml
3419,HR,117,"To designate the facility of the United States Postal Service located at 66 Meserole Avenue in Brooklyn, New York, as the ""Joseph R. Lentol Post Office"".",https://api.congress.gov/v3/bill/117/hr/3419?format=xml,"Rep. Maloney, Carolyn B. [D-NY-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3419/BILLS-117hr3419enr.xml
3210,HR,117,"To designate the facility of the United States Postal Service located at 1905 15th Street in Boulder, Colorado, as the ""Officer Eric H. Talley Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3210?format=xml,"Rep. Neguse, Joe [D-CO-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr3210/BILLS-117hr3210enr.xml
2044,HR,117,"To designate the facility of the United States Postal Service located at 17 East Main Street in Herington, Kansas, as the ""Captain Emil J. Kapaun Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2044?format=xml,"Rep. Mann, Tracey [R-KS-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2044/BILLS-117hr2044enr.xml
4445,HR,117,Ending Forced Arbitration of Sexual Assault and Sexual Harassment Act of 2021,https://api.congress.gov/v3/bill/117/hr/4445?format=xml,"Rep. Bustos, Cheri [D-IL-17]",Law,https://www.congress.gov/117/bills/hr4445/BILLS-117hr4445enr.xml
921,S,117,Jaime Zapata and Victor Avila Federal Officers and Employees Protection Act,https://api.congress.gov/v3/bill/117/s/921?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s921/BILLS-117s921enr.xml
1281,HR,117,"To name the Department of Veterans Affairs community-based outpatient clinic in Gaylord, Michigan, as the ""Navy Corpsman Steve Andrews Department of Veterans Affairs Health Care Clinic"".",https://api.congress.gov/v3/bill/117/hr/1281?format=xml,"Rep. Bergman, Jack [R-MI-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr1281/BILLS-117hr1281enr.xml
566,S,117,"A bill to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office"".",https://api.congress.gov/v3/bill/117/s/566?format=xml,"Sen. Reed, Jack [D-RI]",Government Operations and Politics,https://www.congress.gov/117/bills/s566/BILLS-117s566enr.xml
583,S,117,PRICE Act of 2021,https://api.congress.gov/v3/bill/117/s/583?format=xml,"Sen. Peters, Gary C. [D-MI]",Government Operations and Politics,https://www.congress.gov/117/bills/s583/BILLS-117s583enr.xml
33,SJRES,117,A joint resolution relating to increasing the debt limit.,https://api.congress.gov/v3/bill/117/sjres/33?format=xml,"Sen. Schumer, Charles E. [D-NY]",Economics and Public Finance,https://www.congress.gov/117/bills/sjres33/BILLS-117sjres33enr.xml
