division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(1) (1) preclinical experiment design, including analysis of sex as a biological variable;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(2) (2) clinical experiment design, including— (A) (A) the diversity of populations studied for clinical research, with respect to biological, social, and other determinants of health that contribute to health disparities; (B) (B) the circumstances under which summary information regarding biological, social, and other factors that contribute to health disparities should be reported; and (C) (C) the circumstances under which clinical studies, including clinical trials, should conduct an analysis of the data collected during the study on the basis of biological, social, and other factors that contribute to health disparities;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(A) (A) the diversity of populations studied for clinical research, with respect to biological, social, and other determinants of health that contribute to health disparities;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(B) (B) the circumstances under which summary information regarding biological, social, and other factors that contribute to health disparities should be reported; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(C) (C) the circumstances under which clinical studies, including clinical trials, should conduct an analysis of the data collected during the study on the basis of biological, social, and other factors that contribute to health disparities;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(3) (3) applicable levels of rigor in statistical methods, methodology, and analysis;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,(4) (4) data and information sharing in accordance with applicable privacy laws and regulations; and.
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,(5) (5) any other matter the working group determines relevant..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(c) (c) Policies Not later than 18 months after the date of enactment of this Act, the Director of the National Institutes of Health shall consider the recommendations developed by the working group and issued by the Advisory Committee under subsection (a) and develop or update policies as appropriate.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(d) (d) Report Not later than 2 years after the date of enactment of this Act, the Director of the National Institutes of Health shall issue a report to the Secretary of Health and Human Services, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives regarding recommendations developed under subsection (a) and any subsequent policy changes implemented, to enhance rigor and reproducibility in scientific research funded by the National Institutes of Health.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2039.,Enhancing the rigor and reproducibility of scientific research,"(e) (e) Confidentiality Nothing in this section authorizes the Secretary of Health and Human Services to disclose any information that is a trade secret, or other privileged or confidential information, described in section 552(b)(4) of title 5, United States Code, or section 1905 of title 18, United States Code.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(a) (a) In general Section 452 of the Public Health Service Act ( 42 U.S.C. 285g–4 ) is amended— (1) (1) in subsection (b), by striking conduct and support and inserting conduct, support, and coordination ; (2) (2) in subsection (c)(1)(C), by striking of the Center and inserting within the Center ; (3) (3) in subsection (d)— (A) (A) by striking (d)(1) In consultation and all that follows through the end of paragraph (1) and inserting the following: (d) (d) (1) (1) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall develop a comprehensive plan (referred to in this section as the Research Plan ) for the conduct, support, and coordination of medical rehabilitation research. ; (B) (B) in paragraph (2)— (i) (i) in subparagraph (A), by striking ; and and inserting a semicolon; (ii) (ii) in subparagraph (B), by striking the period and inserting ; and ; and (iii) (iii) by adding at the end the following: (C) (C) include goals and objectives for conducting, supporting, and coordinating medical rehabilitation research, consistent with the purpose described in subsection (b). ; (C) (C) by striking paragraph (4) and inserting the following: (4) (4) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall revise and update the Research Plan periodically, as appropriate, or not less than every 5 years. Not later than 30 days after the Research Plan is so revised and updated, the Director of the Center shall transmit the revised and updated Research Plan to the President, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives. ; and (D) (D) by adding at the end the following: (5) (5) The Director of the Center, in consultation with the Director of the Institute, shall, prior to revising and updating the Research Plan, prepare a report for the coordinating committee established under subsection (e) and the advisory board established under subsection (f) that describes and analyzes the progress during the preceding fiscal year in achieving the goals and objectives described in paragraph (2)(C) and includes expenditures for rehabilitation research at the National Institutes of Health."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"The report shall include recommendations for revising and updating the Research Plan, and such initiatives as the Director of the Center and the Director of the Institute determine appropriate. In preparing the report, the Director of the Center and the Director of the Institute shall consult with the Director of the National Institutes of Health. ; (4) (4) in subsection (e)— (A) (A) in paragraph (2), by inserting periodically host a scientific conference or workshop on medical rehabilitation research and after The Coordinating Committee shall ; and (B) (B) in paragraph (3), by inserting the Director of the Division of Program Coordination, Planning, and Strategic Initiatives within the Office of the Director of the National Institutes of Health, after shall be composed of ; (5) (5) in subsection (f)(3)(B)— (A) (A) by redesignating clauses (ix) through (xi) as clauses (x) through (xii), respectively; and (B) (B) by inserting after clause (viii) the following: (ix) (ix) The Director of the Division of Program Coordination, Planning, and Strategic Initiatives. ; and (6) (6) by adding at the end the following: (g) (g) (1) (1) The Secretary and the heads of other Federal agencies shall jointly review the programs carried out (or proposed to be carried out) by each such official with respect to medical rehabilitation research and, as appropriate, enter into agreements preventing duplication among such programs. (2) (2) The Secretary shall, as appropriate, enter into interagency agreements relating to the coordination of medical rehabilitation research conducted by agencies of the National Institutes of Health and other agencies of the Federal Government. (h) (h) For purposes of this section, the term medical rehabilitation research means the science of mechanisms and interventions that prevent, improve, restore, or replace lost, underdeveloped, or deteriorating function. .."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(1) (1) in subsection (b), by striking conduct and support and inserting conduct, support, and coordination ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(2) (2) in subsection (c)(1)(C), by striking of the Center and inserting within the Center ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(3) (3) in subsection (d)— (A) (A) by striking (d)(1) In consultation and all that follows through the end of paragraph (1) and inserting the following: (d) (d) (1) (1) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall develop a comprehensive plan (referred to in this section as the Research Plan ) for the conduct, support, and coordination of medical rehabilitation research. ; (B) (B) in paragraph (2)— (i) (i) in subparagraph (A), by striking ; and and inserting a semicolon; (ii) (ii) in subparagraph (B), by striking the period and inserting ; and ; and (iii) (iii) by adding at the end the following: (C) (C) include goals and objectives for conducting, supporting, and coordinating medical rehabilitation research, consistent with the purpose described in subsection (b). ; (C) (C) by striking paragraph (4) and inserting the following: (4) (4) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall revise and update the Research Plan periodically, as appropriate, or not less than every 5 years. Not later than 30 days after the Research Plan is so revised and updated, the Director of the Center shall transmit the revised and updated Research Plan to the President, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives. ; and (D) (D) by adding at the end the following: (5) (5) The Director of the Center, in consultation with the Director of the Institute, shall, prior to revising and updating the Research Plan, prepare a report for the coordinating committee established under subsection (e) and the advisory board established under subsection (f) that describes and analyzes the progress during the preceding fiscal year in achieving the goals and objectives described in paragraph (2)(C) and includes expenditures for rehabilitation research at the National Institutes of Health. The report shall include recommendations for revising and updating the Research Plan, and such initiatives as the Director of the Center and the Director of the Institute determine appropriate."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"In preparing the report, the Director of the Center and the Director of the Institute shall consult with the Director of the National Institutes of Health. ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(A) (A) by striking (d)(1) In consultation and all that follows through the end of paragraph (1) and inserting the following: (d) (d) (1) (1) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall develop a comprehensive plan (referred to in this section as the Research Plan ) for the conduct, support, and coordination of medical rehabilitation research. ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(d) (d) (1) (1) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall develop a comprehensive plan (referred to in this section as the Research Plan ) for the conduct, support, and coordination of medical rehabilitation research.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(1) (1) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall develop a comprehensive plan (referred to in this section as the Research Plan ) for the conduct, support, and coordination of medical rehabilitation research.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(B) (B) in paragraph (2)— (i) (i) in subparagraph (A), by striking ; and and inserting a semicolon; (ii) (ii) in subparagraph (B), by striking the period and inserting ; and ; and (iii) (iii) by adding at the end the following: (C) (C) include goals and objectives for conducting, supporting, and coordinating medical rehabilitation research, consistent with the purpose described in subsection (b). ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(i) (i) in subparagraph (A), by striking ; and and inserting a semicolon;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(ii) (ii) in subparagraph (B), by striking the period and inserting ; and ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(iii) (iii) by adding at the end the following: (C) (C) include goals and objectives for conducting, supporting, and coordinating medical rehabilitation research, consistent with the purpose described in subsection (b). ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(C) (C) include goals and objectives for conducting, supporting, and coordinating medical rehabilitation research, consistent with the purpose described in subsection (b).."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(C) (C) by striking paragraph (4) and inserting the following: (4) (4) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall revise and update the Research Plan periodically, as appropriate, or not less than every 5 years. Not later than 30 days after the Research Plan is so revised and updated, the Director of the Center shall transmit the revised and updated Research Plan to the President, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives. ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(4) (4) The Director of the Center, in consultation with the Director of the Institute, the coordinating committee established under subsection (e), and the advisory board established under subsection (f), shall revise and update the Research Plan periodically, as appropriate, or not less than every 5 years. Not later than 30 days after the Research Plan is so revised and updated, the Director of the Center shall transmit the revised and updated Research Plan to the President, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(D) (D) by adding at the end the following: (5) (5) The Director of the Center, in consultation with the Director of the Institute, shall, prior to revising and updating the Research Plan, prepare a report for the coordinating committee established under subsection (e) and the advisory board established under subsection (f) that describes and analyzes the progress during the preceding fiscal year in achieving the goals and objectives described in paragraph (2)(C) and includes expenditures for rehabilitation research at the National Institutes of Health. The report shall include recommendations for revising and updating the Research Plan, and such initiatives as the Director of the Center and the Director of the Institute determine appropriate. In preparing the report, the Director of the Center and the Director of the Institute shall consult with the Director of the National Institutes of Health. ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(5) (5) The Director of the Center, in consultation with the Director of the Institute, shall, prior to revising and updating the Research Plan, prepare a report for the coordinating committee established under subsection (e) and the advisory board established under subsection (f) that describes and analyzes the progress during the preceding fiscal year in achieving the goals and objectives described in paragraph (2)(C) and includes expenditures for rehabilitation research at the National Institutes of Health. The report shall include recommendations for revising and updating the Research Plan, and such initiatives as the Director of the Center and the Director of the Institute determine appropriate. In preparing the report, the Director of the Center and the Director of the Institute shall consult with the Director of the National Institutes of Health.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(4) (4) in subsection (e)— (A) (A) in paragraph (2), by inserting periodically host a scientific conference or workshop on medical rehabilitation research and after The Coordinating Committee shall ; and (B) (B) in paragraph (3), by inserting the Director of the Division of Program Coordination, Planning, and Strategic Initiatives within the Office of the Director of the National Institutes of Health, after shall be composed of ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(A) (A) in paragraph (2), by inserting periodically host a scientific conference or workshop on medical rehabilitation research and after The Coordinating Committee shall ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(B) (B) in paragraph (3), by inserting the Director of the Division of Program Coordination, Planning, and Strategic Initiatives within the Office of the Director of the National Institutes of Health, after shall be composed of ;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(5) (5) in subsection (f)(3)(B)— (A) (A) by redesignating clauses (ix) through (xi) as clauses (x) through (xii), respectively; and (B) (B) by inserting after clause (viii) the following: (ix) (ix) The Director of the Division of Program Coordination, Planning, and Strategic Initiatives. ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(A) (A) by redesignating clauses (ix) through (xi) as clauses (x) through (xii), respectively; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(B) (B) by inserting after clause (viii) the following: (ix) (ix) The Director of the Division of Program Coordination, Planning, and Strategic Initiatives. ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(ix) (ix) The Director of the Division of Program Coordination, Planning, and Strategic Initiatives.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(6) (6) by adding at the end the following: (g) (g) (1) (1) The Secretary and the heads of other Federal agencies shall jointly review the programs carried out (or proposed to be carried out) by each such official with respect to medical rehabilitation research and, as appropriate, enter into agreements preventing duplication among such programs. (2) (2) The Secretary shall, as appropriate, enter into interagency agreements relating to the coordination of medical rehabilitation research conducted by agencies of the National Institutes of Health and other agencies of the Federal Government. (h) (h) For purposes of this section, the term medical rehabilitation research means the science of mechanisms and interventions that prevent, improve, restore, or replace lost, underdeveloped, or deteriorating function. .."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(g) (g) (1) (1) The Secretary and the heads of other Federal agencies shall jointly review the programs carried out (or proposed to be carried out) by each such official with respect to medical rehabilitation research and, as appropriate, enter into agreements preventing duplication among such programs. (2) (2) The Secretary shall, as appropriate, enter into interagency agreements relating to the coordination of medical rehabilitation research conducted by agencies of the National Institutes of Health and other agencies of the Federal Government.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(1) (1) The Secretary and the heads of other Federal agencies shall jointly review the programs carried out (or proposed to be carried out) by each such official with respect to medical rehabilitation research and, as appropriate, enter into agreements preventing duplication among such programs.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(2) (2) The Secretary shall, as appropriate, enter into interagency agreements relating to the coordination of medical rehabilitation research conducted by agencies of the National Institutes of Health and other agencies of the Federal Government.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(h) (h) For purposes of this section, the term medical rehabilitation research means the science of mechanisms and interventions that prevent, improve, restore, or replace lost, underdeveloped, or deteriorating function.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(b) (b) Conforming amendment Section 3 of the National Institutes of Health Amendments of 1990 ( 42 U.S.C. 285g–4 note) is amended— (1) (1) in subsection (a), by striking In General .— ; and (2) (2) by striking subsection (b).."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,"(1) (1) in subsection (a), by striking In General .— ; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2040.,Improving medical rehabilitation research at the National Institutes of Health,(2) (2) by striking subsection (b)..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(a) (a) Task force on research specific to pregnant women and lactating women (1) (1) Establishment Not later than 90 days after the date of enactment of this Act, the Secretary of Health and Human Services (referred to in this section as the Secretary ) shall establish a task force, in accordance with the Federal Advisory Committee Act (5 U.S.C. App.), to be known as the Task Force on Research Specific to Pregnant Women and Lactating Women (in this section referred to as the Task Force ). (2) (2) Duties The Task Force shall provide advice and guidance to the Secretary regarding Federal activities related to identifying and addressing gaps in knowledge and research regarding safe and effective therapies for pregnant women and lactating women, including the development of such therapies and the collaboration on and coordination of such activities. (3) (3) Membership (A) (A) Federal members The Task Force shall be composed of each of the following Federal members, or the designees of such members: (i) (i) The Director of the Centers for Disease Control and Prevention. (ii) (ii) The Director of the National Institutes of Health, the Director of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, and the directors of such other appropriate national research institutes. (iii) (iii) The Commissioner of Food and Drugs. (iv) (iv) The Director of the Office on Women's Health. (v) (v) The Director of the National Vaccine Program Office. (vi) (vi) The head of any other research-related agency or department not described in clauses (i) through (v) that the Secretary determines appropriate, which may include the Department of Veterans Affairs and the Department of Defense. (B) (B) Non-Federal members The Task Force shall be composed of each of the following non-Federal members, including— (i) (i) representatives from relevant medical societies with subject matter expertise on pregnant women, lactating women, or children; (ii) (ii) nonprofit organizations with expertise related to the health of women and children; (iii) (iii) relevant industry representatives; and (iv) (iv) other representatives, as appropriate. (C) (C) Limitations The non-Federal members described in subparagraph (B) shall— (i) (i) compose not more than one-half, and not less than one-third, of the total membership of the Task Force; and (ii) (ii) be appointed by the Secretary."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(4) (4) Termination (A) (A) In general Subject to subparagraph (B), the Task Force shall terminate on the date that is 2 years after the date on which the Task Force is established under paragraph (1). (B) (B) Extension The Secretary may extend the operation of the Task Force for one additional 2-year period following the 2-year period described in subparagraph (A), if the Secretary determines that the extension is appropriate for carrying out the purpose of this section. (5) (5) Meetings The Task Force shall meet not less than 2 times each year and shall convene public meetings, as appropriate, to fulfill its duties under paragraph (2). (6) (6) Task force report to congress Not later than 18 months after the date on which the Task Force is established under paragraph (1), the Task Force shall prepare and submit to the Secretary, the Committee on Health, Education, Labor, and Pensions of the Senate, and the Committee on Energy and Commerce of the House of Representatives a report that includes each of the following: (A) (A) A plan to identify and address gaps in knowledge and research regarding safe and effective therapies for pregnant women and lactating women, including the development of such therapies. (B) (B) Ethical issues surrounding the inclusion of pregnant women and lactating women in clinical research. (C) (C) Effective communication strategies with health care providers and the public on information relevant to pregnant women and lactating women. (D) (D) Identification of Federal activities, including— (i) (i) the state of research on pregnancy and lactation; (ii) (ii) recommendations for the coordination of, and collaboration on research related to pregnant women and lactating women; (iii) (iii) dissemination of research findings and information relevant to pregnant women and lactating women to providers and the public; and (iv) (iv) existing Federal efforts and programs to improve the scientific understanding of the health impacts on pregnant women, lactating women, and related birth and pediatric outcomes, including with respect to pharmacokinetics, pharmacodynamics, and toxicities. (E) (E) Recommendations to improve the development of safe and effective therapies for pregnant women and lactating women.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(1) (1) Establishment Not later than 90 days after the date of enactment of this Act, the Secretary of Health and Human Services (referred to in this section as the Secretary ) shall establish a task force, in accordance with the Federal Advisory Committee Act (5 U.S.C. App.), to be known as the Task Force on Research Specific to Pregnant Women and Lactating Women (in this section referred to as the Task Force ).."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(2) (2) Duties The Task Force shall provide advice and guidance to the Secretary regarding Federal activities related to identifying and addressing gaps in knowledge and research regarding safe and effective therapies for pregnant women and lactating women, including the development of such therapies and the collaboration on and coordination of such activities.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(3) (3) Membership (A) (A) Federal members The Task Force shall be composed of each of the following Federal members, or the designees of such members: (i) (i) The Director of the Centers for Disease Control and Prevention. (ii) (ii) The Director of the National Institutes of Health, the Director of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, and the directors of such other appropriate national research institutes. (iii) (iii) The Commissioner of Food and Drugs. (iv) (iv) The Director of the Office on Women's Health. (v) (v) The Director of the National Vaccine Program Office. (vi) (vi) The head of any other research-related agency or department not described in clauses (i) through (v) that the Secretary determines appropriate, which may include the Department of Veterans Affairs and the Department of Defense. (B) (B) Non-Federal members The Task Force shall be composed of each of the following non-Federal members, including— (i) (i) representatives from relevant medical societies with subject matter expertise on pregnant women, lactating women, or children; (ii) (ii) nonprofit organizations with expertise related to the health of women and children; (iii) (iii) relevant industry representatives; and (iv) (iv) other representatives, as appropriate. (C) (C) Limitations The non-Federal members described in subparagraph (B) shall— (i) (i) compose not more than one-half, and not less than one-third, of the total membership of the Task Force; and (ii) (ii) be appointed by the Secretary.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(A) (A) Federal members The Task Force shall be composed of each of the following Federal members, or the designees of such members: (i) (i) The Director of the Centers for Disease Control and Prevention. (ii) (ii) The Director of the National Institutes of Health, the Director of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, and the directors of such other appropriate national research institutes. (iii) (iii) The Commissioner of Food and Drugs. (iv) (iv) The Director of the Office on Women's Health. (v) (v) The Director of the National Vaccine Program Office. (vi) (vi) The head of any other research-related agency or department not described in clauses (i) through (v) that the Secretary determines appropriate, which may include the Department of Veterans Affairs and the Department of Defense.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(i) (i) The Director of the Centers for Disease Control and Prevention..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(ii) (ii) The Director of the National Institutes of Health, the Director of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, and the directors of such other appropriate national research institutes.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(iii) (iii) The Commissioner of Food and Drugs..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(iv) (iv) The Director of the Office on Women's Health..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(v) (v) The Director of the National Vaccine Program Office..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(vi) (vi) The head of any other research-related agency or department not described in clauses (i) through (v) that the Secretary determines appropriate, which may include the Department of Veterans Affairs and the Department of Defense.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(B) (B) Non-Federal members The Task Force shall be composed of each of the following non-Federal members, including— (i) (i) representatives from relevant medical societies with subject matter expertise on pregnant women, lactating women, or children; (ii) (ii) nonprofit organizations with expertise related to the health of women and children; (iii) (iii) relevant industry representatives; and (iv) (iv) other representatives, as appropriate.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(i) (i) representatives from relevant medical societies with subject matter expertise on pregnant women, lactating women, or children;."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(ii) (ii) nonprofit organizations with expertise related to the health of women and children;.
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(iii) (iii) relevant industry representatives; and.
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(iv) (iv) other representatives, as appropriate.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(C) (C) Limitations The non-Federal members described in subparagraph (B) shall— (i) (i) compose not more than one-half, and not less than one-third, of the total membership of the Task Force; and (ii) (ii) be appointed by the Secretary.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(i) (i) compose not more than one-half, and not less than one-third, of the total membership of the Task Force; and."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,(ii) (ii) be appointed by the Secretary..
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(4) (4) Termination (A) (A) In general Subject to subparagraph (B), the Task Force shall terminate on the date that is 2 years after the date on which the Task Force is established under paragraph (1). (B) (B) Extension The Secretary may extend the operation of the Task Force for one additional 2-year period following the 2-year period described in subparagraph (A), if the Secretary determines that the extension is appropriate for carrying out the purpose of this section.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(A) (A) In general Subject to subparagraph (B), the Task Force shall terminate on the date that is 2 years after the date on which the Task Force is established under paragraph (1).."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(B) (B) Extension The Secretary may extend the operation of the Task Force for one additional 2-year period following the 2-year period described in subparagraph (A), if the Secretary determines that the extension is appropriate for carrying out the purpose of this section.."
A,21st Century Cures,II,Discovery,National Institutes of Health planning and administration,,2041.,Task force on research specific to pregnant women and lactating women,"(5) (5) Meetings The Task Force shall meet not less than 2 times each year and shall convene public meetings, as appropriate, to fulfill its duties under paragraph (2).."
