Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access,Summary,Committees,Topics,Related Bills
4003,S,117,Law Enforcement De-Escalation Training Act of 2022,https://api.congress.gov/v3/bill/117/s/4003?format=xml,"Sen. Cornyn, John [R-TX]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s4003/BILLS-117s4003enr.xml,"<p><b>Law Enforcement De-Escalation Training Act of 2022</b></p> <p>This act directs the Department of Justice (DOJ) to develop scenario-based training curricula (or identify existing curricula) that includes topics such as alternatives to the use of force, de-escalation tactics, and safely responding to an individual experiencing a mental, behavioral health, or suicidal crisis.</p> <p>The act also directs DOJ to make grants to states for costs associated with providing the training to law enforcement officers or mental health professionals.</p>",['Judiciary Committee'],"['Community life and organization', 'Congressional oversight', 'Disability and health-based discrimination', 'Drug, alcohol, tobacco use', 'Employment and training programs', 'Government information and archives', 'Government studies and investigations', 'Health personnel', 'Intergovernmental relations', 'Law enforcement administration and funding', 'Law enforcement officers', 'Mental health', 'Performance measurement', 'Public-private cooperation', 'State and local government operations']",['https://api.congress.gov/v3/bill/117/hres/1518?format=xml']
5230,S,117,Billy's Law,https://api.congress.gov/v3/bill/117/s/5230?format=xml,"Sen. Murphy, Christopher [D-CT]",Crime and Law Enforcement,https://www.congress.gov/117/bills/s5230/BILLS-117s5230enr.xml,"<p><b>Billy's Law or the Help Find the Missing Act</b></p> <p>This act provides statutory authority for the Department of Justice (DOJ) to maintain the National Missing and Unidentified Persons System (NamUs) consistent with its existing purpose and structure.</p> <p>NamUs is a national information clearinghouse and resource center for cases involving missing persons and unidentified or unclaimed remains. NamUs is administered by the National Institute of Justice within DOJ.</p> <p>The act also establishes new requirements.</p> <p>First, it requires a law enforcement agency that submits a missing child report to the National Crime Information Center (NCIC) to also submit the missing child report to NamUs. The NCIC is a computerized index of criminal justice data and files for reports of missing and unidentified persons. Current law requires law enforcement agencies to submit missing child reports to the NCIC database but not to the NamUs databases.</p> <p>Second, the act establishes requirements to facilitate data sharing between the NCIC database and the NamUs databases with respect to missing and unidentified persons.</p> <p>Specifically, the act requires DOJ to give the National Institute of Justice access to the NCIC missing person and unidentified person records for the purpose of validating cases and reconciling data with NamUs. </p> <p>Additionally, the act requires DOJ to assess the NCIC and NamUs systems and governing statutes, policies, and procedures and create a plan for NCIC to automatically transmit certain records to NamUs.</p> <p>Third, the act requires DOJ to report to forensic medicine service providers and law enforcement agencies on best practices for collecting, reporting, and analyzing data and information on missing persons and unidentified human remains.</p> <p>DOJ must also report to Congress biennially on the status of the NCIC database and the NamUs databases. The report must describe the process of information sharing between the NCIC database and NamUs databases.</p>",[],"['Computers and information technology', 'Congressional oversight', 'Criminal justice information and records', 'Employee hiring', 'Government information and archives', 'Government studies and investigations', 'Intergovernmental relations', 'Law enforcement administration and funding', 'Missing persons', 'State and local government operations', 'Technology assessment']","['https://api.congress.gov/v3/bill/117/s/5029?format=xml', 'https://api.congress.gov/v3/bill/117/hr/9491?format=xml']"
8226,HR,117,"To designate the facility of the United States Postal Service located at 236 Concord Exchange North in South Saint Paul, Minnesota, as the ""Officer Leo Pavlak Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/8226?format=xml,"Rep. Craig, Angie [D-MN-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8226/BILLS-117hr8226enr.xml,"<p>This act designates the facility of the United States Postal Service located at 236 Concord Exchange North in South Saint Paul, Minnesota, as the Officer Leo Pavlak Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']",['https://api.congress.gov/v3/bill/117/s/4454?format=xml']
8260,HR,117,Faster Payments to Veterans' Survivors Act of 2022,https://api.congress.gov/v3/bill/117/hr/8260?format=xml,"Rep. Pappas, Chris [D-NH-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr8260/BILLS-117hr8260enr.xml,"<p><strong>Faster Payments to Veterans' Survivors Act of 2022</strong></p> <p>This act modifies policies and procedures related to the payment of benefits under certain life insurance programs administered by the Department of Veterans Affairs (VA).</p> <p>If a primary beneficiary has not made a claim for payment within one year (currently two years) after the death of the insured under the National Service Life Insurance (NSLI) program or the United States Government Life Insurance (USGLI) program, the VA is authorized to make payment to another designated beneficiary as if the primary beneficiary had predeceased the insured. If no designated beneficiary makes a claim within two years (currently four years) after the death of the insured, the VA is authorized to make a payment to a person the VA deems to be equitably entitled to such benefit.</p> <p>The act also modifies the beneficiary designation process under NSLI and USGLI. Specifically, if a person does not designate a beneficiary for insurance, or if the designated beneficiary predeceases the insured person, the VA must determine the beneficiary in a specified order of succession.</p> <p>Additionally, the act requires the VA to improve its processes and procedures with respect to identifying, locating, and paying hard-to-find beneficiaries of life insurance policies, including by improving its website search tools.</p>","[""Veterans' Affairs Committee"", 'Oversight and Investigations Subcommittee']","['Computers and information technology', 'Congressional oversight', 'Department of Veterans Affairs', 'Government information and archives', 'Life, casualty, property insurance', ""Veterans' pensions and compensation""]","['https://api.congress.gov/v3/bill/117/hres/1339?format=xml', 'https://api.congress.gov/v3/bill/117/s/4646?format=xml']"
8025,HR,117,"To designate the facility of the United States Postal Service located at 100 South 1st Street in Minneapolis, Minnesota, as the ""Martin Olav Sabo Post Office"".",https://api.congress.gov/v3/bill/117/hr/8025?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8025/BILLS-117hr8025enr.xml,"<p>This act designates the facility of the United States Postal Service located at 100 South 1st Street in Minneapolis, Minnesota, as the Martin Olav Sabo Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']",['https://api.congress.gov/v3/bill/117/s/4453?format=xml']
8026,HR,117,"To designate the facility of the United States Postal Service located at 825 West 65th Street in Minneapolis, Minnesota, as the ""Charles W. Lindberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/8026?format=xml,"Rep. Omar, Ilhan [D-MN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr8026/BILLS-117hr8026enr.xml,"<p>This act designates the facility of the United States Postal Service located at 825 West 65th Street in Minneapolis, Minnesota, as the Charles W. Lindberg Post Office.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']",['https://api.congress.gov/v3/bill/117/s/4452?format=xml']
2473,HR,117,"To designate the facility of the United States Postal Service located at 275 Penn Avenue in Salem, Ohio, as the ""Howard Arthur Tibbs Post Office"".",https://api.congress.gov/v3/bill/117/hr/2473?format=xml,"Rep. Johnson, Bill [R-OH-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr2473/BILLS-117hr2473enr.xml,"<p>This act designates the facility of the United States Postal Service located at 275 Penn Avenue in Salem, Ohio, as the Howard Arthur Tibbs Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Ohio', 'Postal service']",[]
5650,HR,117,"To designate the facility of the United States Postal Service located at 16605 East Avenue of the Fountains in Fountain Hills, Arizona, as the ""Dr. C.T. Wright Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5650?format=xml,"Rep. Schweikert, David [R-AZ-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5650/BILLS-117hr5650enr.xml,"<p>This act designates the facility of the United States Postal Service located at 16605 East Avenue of the Fountains in Fountain Hills, Arizona, as the Dr. C.T. Wright Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Arizona', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",[]
5794,HR,117,"To designate the facility of the United States Postal Service located at 850 Walnut Street in McKeesport, Pennsylvania, as the ""First Sergeant Leonard A. Funk, Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5794?format=xml,"Rep. Doyle, Michael F. [D-PA-18]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5794/BILLS-117hr5794enr.xml,"<p>This act designates the facility of the United States Postal Service located at 850 Walnut Street in McKeesport, Pennsylvania, as the First Sergeant Leonard A. Funk, Jr. Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Pennsylvania', 'Postal service', ""Veterans' organizations and recognition""]",[]
5271,HR,117,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the ""Thelma Harper Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5271?format=xml,"Rep. Cooper, Jim [D-TN-5]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5271/BILLS-117hr5271enr.xml,"<p>This act designates the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the Thelma Harper Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Television and film', 'Tennessee']",['https://api.congress.gov/v3/bill/117/s/2731?format=xml']
5865,HR,117,"To designate the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the ""Leonard Scarcella Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5865?format=xml,"Rep. Green, Al [D-TX-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5865/BILLS-117hr5865enr.xml,"<p>This act designates the facility of the United States Postal Service located at 4110 Bluebonnet Drive in Stafford, Texas, as the Leonard Scarcella Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'State and local government operations', 'Texas']","['https://api.congress.gov/v3/bill/117/hres/1339?format=xml', 'https://api.congress.gov/v3/bill/117/s/4950?format=xml']"
2724,HR,117,VA Peer Support Enhancement for MST Survivors Act,https://api.congress.gov/v3/bill/117/hr/2724?format=xml,"Rep. Delgado, Antonio [D-NY-19]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr2724/BILLS-117hr2724enr.xml,"<p>This act prescribes that a peer support specialist of the Department of Veterans Affairs (VA) must not be responsible for providing assistance to a veteran regarding a claim for compensation for a covered mental health condition (e.g., post-traumatic stress disorder) based on military sexual trauma (MST) experienced during active service. Such specialists must only provide counseling services, guidance, and support and must not participate in the adjudication of the claim.</p> <p>As part of the forms for claims for compensation for a covered mental health condition based on MST, the VA must include an option for a veteran to elect to be referred to a MST trauma coordinator at the VA facility closest to the veteran's residence.</p> <p>Additionally, the VA must (1) ensure that its peer support specialists receive annual training on providing peer support regarding MST, and (2) provide annual training on the processing of claims for compensation for covered mental health conditions based on MST to its MST coordinators and peer specialists. </p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Disability Assistance and Memorial Affairs Subcommittee']","['Administrative remedies', 'Assault and harassment offenses', 'Crime victims', 'Department of Veterans Affairs', 'Sex offenses', ""Veterans' pensions and compensation""]",['https://api.congress.gov/v3/bill/117/s/4441?format=xml']
5349,HR,117,"To designate the facility of the United States Postal Service located at 1550 State Road S-38-211 in Orangeburg, South Carolina, as the ""J.I. Washington Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5349?format=xml,"Rep. Clyburn, James E. [D-SC-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5349/BILLS-117hr5349enr.xml,"<p>This act designates the facility of the United States Postal Service located at 1550 State Road S-38-211 in Orangeburg, South Carolina, as the J.I. Washington Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'South Carolina']",['https://api.congress.gov/v3/bill/117/hres/1518?format=xml']
5659,HR,117,"To designate the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the ""John R. Hatcher III Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5659?format=xml,"Rep. Brownley, Julia [D-CA-26]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5659/BILLS-117hr5659enr.xml,"<p>This act designates the facility of the United States Postal Service located at 1961 North C Street in Oxnard, California, as the John R. Hatcher III Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['California', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Racial and ethnic relations']",[]
6220,HR,117,"To designate the facility of the United States Postal Service located at 100 3rd Avenue Northwest in Perham, Minnesota, as the ""Charles P. Nord Post Office"".",https://api.congress.gov/v3/bill/117/hr/6220?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6220/BILLS-117hr6220enr.xml,"<p>This act designates the facility of the United States Postal Service located at 100 3rd Avenue Northwest in Perham, Minnesota, as the Charles P. Nord Post Office.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']","['https://api.congress.gov/v3/bill/117/s/3320?format=xml', 'https://api.congress.gov/v3/bill/117/hres/1518?format=xml']"
4899,HR,117,"To designate the facility of the United States Postal Service located at 10 Broadway Street West, in Akeley, Minnesota, as the ""Neal Kenneth Todd Post Office"".",https://api.congress.gov/v3/bill/117/hr/4899?format=xml,"Rep. Stauber, Pete [R-MN-8]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4899/BILLS-117hr4899enr.xml,"<p>This act designates the facility of the United States Postal Service located at 10 Broadway Street West, in Akeley, Minnesota, as the Neal Kenneth Todd Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']","['https://api.congress.gov/v3/bill/117/hres/1499?format=xml', 'https://api.congress.gov/v3/bill/117/s/5225?format=xml']"
7181,HR,117,Human Trafficking Prevention Act of 2022,https://api.congress.gov/v3/bill/117/hr/7181?format=xml,"Rep. Jeffries, Hakeem S. [D-NY-8]",Transportation and Public Works,https://www.congress.gov/117/bills/hr7181/BILLS-117hr7181enr.xml,"<p><strong>Human Trafficking Prevention Act of 2022</strong></p> <p>This act requires the posting of contact information of the national human trafficking hotline in specific places.</p> <p>Specifically, the information must be posted</p> <ul> <li>in a visible place in all federal buildings;</li> <li>in the restrooms of each U.S. aircraft, airport, over-the-road bus, bus station, passenger train, and passenger railroad station; and</li> <li>at each port of entry.</li> </ul>","['Health, Education, Labor, and Pensions Committee', 'Transportation and Infrastructure Committee', 'Railroads, Pipelines, and Hazardous Materials Subcommittee', 'Highways and Transit Subcommittee', 'Aviation Subcommittee', 'Judiciary Committee']","['Emergency communications systems', 'Human trafficking', 'Public-private cooperation']",[]
4881,HR,117,Old Pascua Community Land Acquisition Act,https://api.congress.gov/v3/bill/117/hr/4881?format=xml,"Rep. Grijalva, Raúl M. [D-AZ-3]",Native Americans,https://www.congress.gov/117/bills/hr4881/BILLS-117hr4881enr.xml,"<p><strong>Old Pascua Community Land Acquisition Act</strong></p> <p>This act directs the Department of the Interior to take tribally owned lands in Pima County, Arizona, into trust for the benefit of the Pascua Yaqui Tribe of Arizona. Lands taken into trust shall be part of the Pascua Yaqui Reservation.</p> <p>The act allows gaming on the land taken into trust.</p>","['Indian Affairs Committee', 'Natural Resources Committee', 'Indian and Insular Affairs Subcommittee']","['Arizona', 'Indian lands and resources rights', 'Land transfers']",['https://api.congress.gov/v3/bill/117/s/3204?format=xml']
7299,HR,117,SVAC Act of 2022,https://api.congress.gov/v3/bill/117/hr/7299?format=xml,"Rep. Mrvan, Frank J. [D-IN-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7299/BILLS-117hr7299enr.xml,<p><strong>Strengthening VA Cybersecurity Act of 2022 or the</strong><strong> SVAC Act of 2022</strong></p> <p>This act requires the Department of Veterans Affairs (VA) to seek to enter into an agreement with a federally funded research and development center to provide a cybersecurity assessment of five high-impact VA information systems and the effectiveness of the VA's information security program and information security management system.</p> <p>The VA must submit a plan to Congress to address the findings of the assessment.</p> <p>The Government Accountability Office must review the assessment and the VA's response to the assessment and report its findings to Congress.</p>,"[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Technology Modernization Subcommittee']","['Computer security and identity theft', 'Computers and information technology', 'Congressional oversight', 'Government information and archives', 'Government studies and investigations', 'Research and development', 'Technology assessment']","['https://api.congress.gov/v3/bill/117/hres/1464?format=xml', 'https://api.congress.gov/v3/bill/117/s/3863?format=xml']"
4622,HR,117,"To designate the facility of the United States Postal Service located at 226 North Main Street in Roseville, Ohio, as the ""Ronald E. Rosser Post Office"".",https://api.congress.gov/v3/bill/117/hr/4622?format=xml,"Rep. Balderson, Troy [R-OH-12]",Government Operations and Politics,https://www.congress.gov/117/bills/hr4622/BILLS-117hr4622enr.xml,"<p>This act designates the facility of the United States Postal Service located at 226 North Main Street in Roseville, Ohio, as the Ronald E. Rosser Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Ohio', 'Postal service', ""Veterans' organizations and recognition""]",[]
4250,HR,117,War Crimes Rewards Expansion Act,https://api.congress.gov/v3/bill/117/hr/4250?format=xml,"Rep. Foxx, Virginia [R-NC-5]",International Affairs,https://www.congress.gov/117/bills/hr4250/BILLS-117hr4250enr.xml,"<p><b>War Crimes Rewards Expansion Act</b></p> <p>This act expands the Department of State's rewards program to authorize rewards for providing information leading to the arrest, conviction, or transfer of a foreign national accused of war crimes, crimes against humanity, or genocide as such crimes are defined under the law of an international criminal tribunal, the applicable country, or the United States. Currently, rewards are authorized for information leading to the arrest, conviction, or transfer of a foreign national accused of such crimes only as defined under the statutes of the relevant tribunal.</p>","['Foreign Relations Committee', 'Foreign Affairs Committee']","['Criminal investigation, prosecution, interrogation', 'Evidence and witnesses', 'War crimes, genocide, crimes against humanity']",[]
6080,HR,117,"To designate the facility of the United States Postal Service located at 5420 Kavanaugh Boulevard in Little Rock, Arkansas, as the ""Ronald A. Robinson Post Office"".",https://api.congress.gov/v3/bill/117/hr/6080?format=xml,"Rep. Hill, J. French [R-AR-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6080/BILLS-117hr6080enr.xml,"<p>This act designates the facility of the United States Postal Service located at 5420 Kavanaugh Boulevard in Little Rock, Arkansas, as the Ronald A. Robinson Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Arkansas', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",[]
6218,HR,117,"To designate the facility of the United States Postal Service located at 317 Blattner Drive in Avon, Minnesota, as the ""W.O.C. Kort Miller Plantenberg Post Office"".",https://api.congress.gov/v3/bill/117/hr/6218?format=xml,"Rep. Emmer, Tom [R-MN-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6218/BILLS-117hr6218enr.xml,"<p>This act designates the facility of the United States Postal Service located at 317 Blattner Drive in Avon, Minnesota, as the W.O.C. Kort Miller Plantenberg Post Office.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']","['https://api.congress.gov/v3/bill/117/s/3321?format=xml', 'https://api.congress.gov/v3/bill/117/hres/1518?format=xml']"
6064,HR,117,"To direct the Secretary of Veterans Affairs to seek to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine for a review of examinations, furnished by the Secretary, to individuals who submit claims to the Secretary for compensation under chapter 11 of title 38, United States Code, for mental and physical conditions linked to military sexual trauma.",https://api.congress.gov/v3/bill/117/hr/6064?format=xml,"Rep. Nehls, Troy E. [R-TX-22]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6064/BILLS-117hr6064enr.xml,"<p>This act requires the Department of Veterans Affairs (VA) to seek to enter into an agreement with the National Academies of Sciences, Engineering, and Medicine (NASEM) to conduct a comprehensive review of VA medical examinations provided to individuals who submit claims for compensation for a service-connected disability related to military sexual trauma. </p> <p>Specifically, NASEM must review VA examinations that are provided for mental and physical conditions linked to military sexual trauma and are conducted to assess the impairments of individuals arising from such trauma.</p> <p>NASEM must report on its review, and the VA must report on its plans to implement actions based on NASEM's findings and recommendations.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Disability Assistance and Memorial Affairs Subcommittee']","['Assault and harassment offenses', 'Congressional oversight', 'Crime victims', 'Government studies and investigations', 'Health care quality', 'Medical tests and diagnostic methods', 'Mental health', 'Sex offenses', ""Veterans' medical care"", ""Veterans' pensions and compensation""]",[]
6221,HR,117,"To designate the facility of the United States Postal Service located at 155 Main Avenue West in Winsted, Minnesota, as the ""James A. Rogers Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/6221?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6221/BILLS-117hr6221enr.xml,"<p>This act designates the facility of the United States Postal Service located at 155 Main Avenue West in Winsted, Minnesota, as the James A. Rogers Jr. Post Office.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']","['https://api.congress.gov/v3/bill/117/s/3319?format=xml', 'https://api.congress.gov/v3/bill/117/hres/1518?format=xml']"
6267,HR,117,"To designate the facility of the United States Postal Service located at 15 Chestnut Street in Suffern, New York, as the ""Sergeant Gerald T. 'Jerry' Donnellan Post Office"".",https://api.congress.gov/v3/bill/117/hr/6267?format=xml,"Rep. Jones, Mondaire [D-NY-17]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6267/BILLS-117hr6267enr.xml,"<p>This act designates the facility of the United States Postal Service located at 15 Chestnut Street in Suffern, New York, as the Sergeant Gerald T. &quot;Jerry&quot; Donnellan Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['New York State', 'Postal service', ""Veterans' organizations and recognition""]",[]
6427,HR,117,Red River National Wildlife Refuge Boundary Modification Act,https://api.congress.gov/v3/bill/117/hr/6427?format=xml,"Rep. Johnson, Mike [R-LA-4]",Public Lands and Natural Resources,https://www.congress.gov/117/bills/hr6427/BILLS-117hr6427enr.xml,<p><strong>Red River National Wildlife Refuge Boundary Modification Act</strong></p> <p>This bill modifies the boundary of the Red River National Wildlife Refuge in Louisiana. </p>,"['Natural Resources Committee', 'Water, Wildlife and Fisheries Subcommittee']","['Geography and mapping', 'Land transfers', 'Louisiana', 'Wilderness and natural areas, wildlife refuges, wild rivers, habitats']",['https://api.congress.gov/v3/bill/117/s/3517?format=xml']
5973,HR,117,Great Lakes Fish and Wildlife Restoration Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/hr/5973?format=xml,"Rep. Dingell, Debbie [D-MI-12]",Environmental Protection,https://www.congress.gov/117/bills/hr5973/BILLS-117hr5973enr.xml,<p><b>Great Lakes Fish and Wildlife Restoration Reauthorization Act of 2022</b></p> <p>This act reauthorizes through FY2028 the Great Lakes Fish and Wildlife Restoration Act of 1990.</p>,"['Environment and Public Works Committee', 'Natural Resources Committee', 'Water, Wildlife and Fisheries Subcommittee']","['Aquatic ecology', 'Congressional oversight', 'Environmental assessment, monitoring, research', 'Fishes', 'Great Lakes', 'Marine pollution', 'Water quality', 'Wildlife conservation and habitat protection']",['https://api.congress.gov/v3/bill/117/s/3069?format=xml']
6042,HR,117,"To designate the facility of the United States Postal Service located at 213 William Hilton Parkway in Hilton Head Island, South Carolina, as the ""Caesar H. Wright Jr. Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6042?format=xml,"Rep. Mace, Nancy [R-SC-1]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6042/BILLS-117hr6042enr.xml,"<p>This act designates the facility of the United States Postal Service located at 213 William Hilton Parkway in Hilton Head Island, South Carolina, as the Caesar H. Wright Jr. Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'South Carolina']",[]
6961,HR,117,Dignity for MST Survivors Act,https://api.congress.gov/v3/bill/117/hr/6961?format=xml,"Rep. Mrvan, Frank J. [D-IN-1]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr6961/BILLS-117hr6961enr.xml,"<p>This act modifies communications and procedures for the Department of Veterans Affairs (VA) and Board of Veterans' Appeals (BVA) regarding claims for compensation based on military sexual trauma (MST) experienced by veterans.</p> <p>The act requires the VA to ensure each member of the BVA is offered annual training on MST and proceedings that concern a claim for compensation based on MST. A proceeding that concerns a claim for compensation based on MST may not be assigned to a member of the BVA (or a panel of members) unless such persons have completed the annual training.</p> <p>When a notice of disagreement is filed, the BVA must promptly determine whether it is filed for a case that concerns a claim for compensation based on MST and for which the appellant has requested a hearing in the notice.</p> <p>The VA must audit the language used in letters sent to individuals to explain decisions denying claims for compensation based on MST. Letters must be modified to ensure (1) the use of trauma-informed language, and (2) veterans are not retraumatized through insensitive language.</p> <p>The VA must establish protocols for VA medical providers and contract medical providers to ensure that the medical providers use trauma-informed practices in conducting examinations in relation to claims for compensation based on MST.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Disability Assistance and Memorial Affairs Subcommittee']","['Administrative remedies', 'Assault and harassment offenses', 'Crime victims', 'Department of Veterans Affairs', 'Emergency medical services and trauma care', 'Government studies and investigations', 'Medical tests and diagnostic methods', 'Sex offenses', ""Veterans' medical care"", ""Veterans' pensions and compensation""]",[]
6917,HR,117,"To designate the facility of the United States Postal Service located at 301 East Congress Parkway in Crystal Lake, Illinois, as the ""Ryan J. Cummings Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6917?format=xml,"Rep. Casten, Sean [D-IL-6]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6917/BILLS-117hr6917enr.xml,"<p>This act designates the facility of the United States Postal Service located at 301 East Congress Parkway in Crystal Lake, Illinois, as the Ryan J. Cummings Post Office Building.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Illinois', 'Postal service']",['https://api.congress.gov/v3/bill/117/s/3753?format=xml']
5952,HR,117,"To designate the facility of the United States Postal Service located at 123 East Main Street, in Vergas, Minnesota, as the ""Jon Glawe Post Office"".",https://api.congress.gov/v3/bill/117/hr/5952?format=xml,"Rep. Fischbach, Michelle [R-MN-7]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5952/BILLS-117hr5952enr.xml,"<p> This act designates the facility of the United States Postal Service located at 123 East Main Street, in Vergas, Minnesota, as the Jon Glawe Post Office.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Minnesota', 'Postal service']",['https://api.congress.gov/v3/bill/117/s/5078?format=xml']
5943,HR,117,"To designate the outpatient clinic of the Department of Veterans Affairs in Greenville, South Carolina, as the ""Lance Corporal Dana Cornell Darnell VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/5943?format=xml,"Rep. Timmons, William R. IV [R-SC-4]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr5943/BILLS-117hr5943enr.xml,"<p>This act designates the outpatient clinic of the Department of Veterans Affairs in Greenville, South Carolina, as the Lance Corporal Dana Cornell Darnell VA Clinic.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Health Subcommittee']","['Congressional tributes', 'Health facilities and institutions', 'South Carolina']","['https://api.congress.gov/v3/bill/117/s/3376?format=xml', 'https://api.congress.gov/v3/bill/117/hres/1499?format=xml']"
