Number,Type,Congress,Title,Url,Summary,Committees,Topics,Related Bills,Sponsor,Subject,Text Access
1196,S,116,"A bill to designate the facility of the United States Postal Service located at 1715 Linnerud Drive in Sun Prairie, Wisconsin, as the ""Fire Captain Cory Barr Post Office Building"".",https://api.congress.gov/v3/bill/116/s/1196?format=xml,"<p>Designates the facility of the United States Postal Service located at 1715 Linnerud Drive in Sun Prairie, Wisconsin, as the ""Fire Captain Cory Barr Post Office Building.""</p>","['Oversight and Government Reform Committee', 'Homeland Security and Governmental Affairs Committee']","['Congressional tributes', 'First responders and emergency personnel', 'Government buildings, facilities, and property', 'Postal service', 'Wisconsin']",https://api.congress.gov/v3/bill/116/hr/2277?format=xml,"Sen. Baldwin, Tammy [D-WI]",Government Operations and Politics,https://www.congress.gov/116/bills/s1196/BILLS-116s1196enr.xml
737,S,116,Building Blocks of STEM Act,https://api.congress.gov/v3/bill/116/s/737?format=xml,"<p><b>Building Blocks of STEM Act</b></p> <p>This bill modifies National Science Foundation (NSF) grant programs that support STEM (science, technology, engineering, and mathematics, including computer science) education. </p> <p>(Sec. 3) The bill instructs the NSF, when awarding grants under the Discovery Research PreK-12 program, to improve the focus of research and development on elementary and prekindergarten education.</p> <p>(Sec. 4) The bill specifies that NSF grants to increase the participation of underrepresented populations in STEM fields may be used for research into various subjects regarding female students in prekindergarten through elementary school, including</p> <ul> <li>the role of teachers and caregivers in encouraging or discouraging participation by such students in STEM activities, and</li> <li>the types of STEM activities that encourage greater participation by such students.</li> </ul> <p>(Sec. 5) The bill specifies that NSF grants to research computer science education and computational thinking may be used to support development and implementation of various tools and models for teaching and learning, including</p> <ul> <li>developing and offering female-inclusive computer science enrichment programs, and </li> <li>acquainting female students in prekindergarten through elementary school with careers in computer science. </li> </ul>","['Commerce, Science, and Transportation Committee']","['Computers and information technology', 'Education programs funding', 'Educational technology and distance education', 'Elementary and secondary education', 'Preschool education', 'Research administration and funding', 'Science and engineering education', 'Teaching, teachers, curricula', ""Women's education""]",https://api.congress.gov/v3/bill/116/hr/1665?format=xml,"Sen. Rosen, Jacky [D-NV]","Science, Technology, Communications",https://www.congress.gov/116/bills/s737/BILLS-116s737enr.xml
693,S,116,National POW/MIA Flag Act,https://api.congress.gov/v3/bill/116/s/693?format=xml,"<p><b>National POW/MIA Flag Act</b></p> <p>The bill changes the days on which the POW/MIA flag is required to be displayed at specified locations to all days on which the U.S. flag is displayed. (Current law requires the POW/MIA flag to be displayed only on Armed Forces Day, Memorial Day, Flag Day, Independence Day, National POW/MIA Recognition Day, and Veterans Day.) </p>","['Judiciary Committee', 'Constitution and Limited Government Subcommittee', 'Judiciary Committee']","['Commemorative events and holidays', 'Conflicts and wars', 'Military personnel and dependents', 'National symbols']",https://api.congress.gov/v3/bill/116/hr/1579?format=xml,"Sen. Warren, Elizabeth [D-MA]",Government Operations and Politics,https://www.congress.gov/116/bills/s693/BILLS-116s693enr.xml
743,S,116,Merrill's Marauders Congressional Gold Medal Act,https://api.congress.gov/v3/bill/116/s/743?format=xml,"<p><b>Merrill's Marauders Congressional Gold Medal Act</b></p> <p>This bill directs Congress to award a Congressional Gold Medal to the 5307th Composite Unit (Provisional), commonly known as Merrill's Marauders, in recognition of their bravery and outstanding service in the jungles of Burma (Myanmar) during World War II.</p> <p>Following its award, the gold medal shall be given to the Smithsonian Institution, where it shall be displayed and made available for research.</p>","['Committee on House Administration', 'Financial Services Committee', 'Banking, Housing, and Urban Affairs Committee']","['Asia', 'Burma', 'Conflicts and wars', 'Congressional tributes', 'Military history', 'Military personnel and dependents', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']",https://api.congress.gov/v3/bill/116/hr/906?format=xml,"Sen. Isakson, Johnny [R-GA]",Armed Forces and National Security,https://www.congress.gov/116/bills/s743/BILLS-116s743enr.xml
744,S,116,Effective Prosecution of Possession of Biological Toxins and Agents Act of 2019,https://api.congress.gov/v3/bill/116/s/744?format=xml,"<p><b>Effective Prosecution of Possession of Biological Toxins and Agents Act of 2019</b></p> <p>This bill revises the criminal prohibition on the shipment, transport, possession, or receipt of a biological agent or toxin by a restricted person. Specifically, it updates references to the lists of agents and toxins covered by the prohibition.</p>","['Judiciary Committee', 'Crime and Federal Government Surveillance Subcommittee', 'Judiciary Committee']","['Chemical and biological weapons', 'Emergency medical services and trauma care', 'Hazardous wastes and toxic substances', 'Terrorism']",https://api.congress.gov/v3/bill/116/hr/1986?format=xml,"Sen. Grassley, Chuck [R-IA]",Crime and Law Enforcement,https://www.congress.gov/116/bills/s744/BILLS-116s744enr.xml
760,S,116,Support for Veterans in Effective Apprenticeships Act of 2019,https://api.congress.gov/v3/bill/116/s/760?format=xml,"<p><b>Support for Veterans in Effective Apprenticeships Act of 2019</b></p> <p>This bill requires the Department of Labor to revise its registered apprenticeship programs to include additional program requirements for increasing the access of veterans and their survivors or dependents to such programs.</p> <p>Labor must acquire written assurance that sponsors of apprenticeship programs (1) are aware of the availability of educational assistance for veterans and eligible individuals for use in such programs, (2) will make a good faith effort to obtain approval for such educational assistance for at least each program location that employs or recruits such recipients, and (3) will not deny a qualified applicant to avoid making a good faith effort to obtain approval for educational assistance.</p> <p>In addition, Labor must (1) require program sponsors to provide standards that contain provisions to grant advanced standing or credit, (2) provide increased wages commensurate to such standing or credit for veterans or individuals eligible for educational assistance, and (3) provide a copy of the approved apprenticeship program's certificate of registration to the state approving agency.</p>","['Health, Education, Labor, and Pensions Committee']","['Administrative law and regulatory procedures', 'Department of Labor', 'Employment and training programs', 'Licensing and registrations', 'State and local government operations', ""Veterans' education, employment, rehabilitation""]",https://api.congress.gov/v3/bill/116/hr/5314?format=xml,"Sen. Peters, Gary C. [D-MI]",Labor and Employment,https://www.congress.gov/116/bills/s760/BILLS-116s760enr.xml
371,S,116,BUILD Act,https://api.congress.gov/v3/bill/116/s/371?format=xml,<p><b>Building Up Independent Lives and Dreams Act or the BUILD Act </b></p> <p>This bill allows nonprofit organizations offering mortgage loans for charitable purposes to use certain alternative forms to satisfy disclosure requirements. </p>,"['Banking, Housing, and Urban Affairs Committee']","['Administrative law and regulatory procedures', 'Consumer Financial Protection Bureau', 'Consumer credit', 'Housing finance and home ownership', 'Social work, volunteer service, charitable organizations']",https://api.congress.gov/v3/bill/116/hr/1060?format=xml,"Sen. Fischer, Deb [R-NE]",Finance and Financial Sector,https://www.congress.gov/116/bills/s371/BILLS-116s371enr.xml
461,S,116,HBCU PARTNERS Act,https://api.congress.gov/v3/bill/116/s/461?format=xml,"<p><b>HBCU Propelling Agency Relationships Towards a New Era of Results for Students Act or the HBCU PARTNERS Act</b></p> <p>This bill addresses the capacity of historically Black colleges and universities (HBCUs) to participate in federal programs. Specifically, the bill requires certain agencies to submit annual plans for strengthening the capacity of HBCUs to participate in federal programs. Among other things, the plans must establish how the agencies intend to increase the capacity of HBCUs to compete effectively for grants, contracts, or cooperative agreements.</p> <p>The agencies must provide technical assistance and information to the White House Initiative on HBCUs to enhance communication with HBCUs concerning their program activities and initiatives as well as applications for grants, contracts, or cooperative agreements. </p> <p>In addition, the bill provides statutory authority for the President's Board of Advisors on HBCUs.</p>","['Education and Workforce Committee', 'Oversight and Government Reform Committee']","['Advisory bodies', 'Congressional oversight', 'Department of Education', 'Education programs funding', 'Executive agency funding and structure', 'Higher education', 'Minority education', 'Public-private cooperation']",https://api.congress.gov/v3/bill/116/hr/1054?format=xml,"Sen. Scott, Tim [R-SC]",Education,https://www.congress.gov/116/bills/s461/BILLS-116s461enr.xml
256,S,116,Esther Martinez Native American Languages Programs Reauthorization Act,https://api.congress.gov/v3/bill/116/s/256?format=xml,"<p><b>Esther Martinez Native American Languages Programs Reauthorization Act</b></p> <p> This bill revises a grant program administered by the Administration for Native Americans at the Department of Health and Human Services to preserve Native American languages. The minimum number of enrollees in educational programs funded by grants is reduced from 10 to 5 enrollees in Native American language nests, which provide instruction through the use of a Native American language for children under the age of 7 and their parents. For survival schools, which are programs striving for fluency in a Native American language and proficiency in other academic fields, the minimum number of enrollees is reduced from 15 to 10. The bill increases the maximum duration of grants.</p> <p>The program is reauthorized through FY2024.</p>","['Education and Workforce Committee', 'Indian Affairs Committee']","['Department of the Interior', 'Executive agency funding and structure', 'Foreign language and bilingual programs', 'Indian social and development programs']",https://api.congress.gov/v3/bill/116/hr/912?format=xml,"Sen. Udall, Tom [D-NM]",Native Americans,https://www.congress.gov/116/bills/s256/BILLS-116s256enr.xml
252,S,116,A bill to authorize the honorary appointment of Robert J. Dole to the grade of colonel in the regular Army.,https://api.congress.gov/v3/bill/116/s/252?format=xml,"<p>This bill provides for the honorary appointment of Robert J. Dole, of Kansas, to the grade of colonel in the regular Army.</p>","['Armed Services Committee', 'Military Personnel Subcommittee', 'Armed Services Committee']","['Kansas', 'Members of Congress', 'Military personnel and dependents', 'Senate']",,"Sen. Roberts, Pat [R-KS]",Armed Forces and National Security,https://www.congress.gov/116/bills/s252/BILLS-116s252enr.xml
490,S,116,B-47 Ridge Designation Act,https://api.congress.gov/v3/bill/116/s/490?format=xml,"<p><b>B-47 Ridge Designation Act</b></p> <p>This bill designates the mountain ridge that runs south and west of Emigrant Peak in the Absaroka Range in Montana, which is where an Air Force B-47 strategic bomber crashed while on a training mission in 1962, as the ""B-47 Ridge.""</p> <p>The bill permits the installing of a plaque on the ridge in memory of such crash. </p>","['Natural Resources Committee', 'Federal Lands Subcommittee', 'Energy and Natural Resources Committee', 'Public Lands, Forests, and Mining Subcommittee']","['Accidents', 'Aviation and airports', 'Military personnel and dependents', 'Montana', 'Monuments and memorials']",https://api.congress.gov/v3/bill/116/hr/1267?format=xml,"Sen. Daines, Steve [R-MT]",Public Lands and Natural Resources,https://www.congress.gov/116/bills/s490/BILLS-116s490enr.xml
239,S,116,Christa McAuliffe Commemorative Coin Act of 2019,https://api.congress.gov/v3/bill/116/s/239?format=xml,"<p><b>Christa McAuliffe Commemorative Coin Act of 2019</b></p> <p>(Sec. 3) This bill directs the Department of the Treasury to mint and issue not more than 350,000 $1 silver coins in commemoration of Christa McAuliffe, a teacher tragically killed in the Space Shuttle Challenger Disaster.</p> <p>(Sec. 4) The design of the coins shall bear an image and the name of Christa McAuliffe on the obverse side and a design on the reverse side that depicts the legacy of McAuliffe as a teacher.</p> <p>(Sec. 5) Treasury may issue the coins from January 1-December 31, 2020.</p> <p>(Sec. 7) All surcharges received by Treasury from the sale of the coins shall be paid to the FIRST robotics program for the purpose of engaging and inspiring young people, through mentor-based programs, to become leaders in the fields of science, technology, engineering, and mathematics.</p>","['Banking, Housing, and Urban Affairs Committee']","['Currency', 'Education programs funding', 'Science and engineering education', 'Space flight and exploration', 'Teaching, teachers, curricula']",https://api.congress.gov/v3/bill/116/hr/500?format=xml,"Sen. Shaheen, Jeanne [D-NH]",Finance and Financial Sector,https://www.congress.gov/116/bills/s239/BILLS-116s239enr.xml
327,S,116,Wounded Veterans Recreation Act,https://api.congress.gov/v3/bill/116/s/327?format=xml,"<p><b>Wounded Veterans Recreation Act</b></p> <p>This bill instructs the Department of the Interior and the Department of Agriculture to make the National Parks and Federal Recreational Lands Pass available, without charge and for the lifetime of the passholder, to (1) any U.S. citizen or person domiciled in the United States who has been medically determined to be permanently disabled, if the citizen or person furnishes adequate proof of the disability and such citizenship or residency; and (2) any veteran who has been found to have a service-connected disability. </p>","['Energy and Natural Resources Committee', 'National Parks Subcommittee']","['Disability and paralysis', 'Parks, recreation areas, trails', 'User charges and fees', ""Veterans' organizations and recognition""]",https://api.congress.gov/v3/bill/116/hr/4930?format=xml,"Sen. Shaheen, Jeanne [D-NH]",Public Lands and Natural Resources,https://www.congress.gov/116/bills/s327/BILLS-116s327enr.xml
216,S,116,Spokane Tribe of Indians of the Spokane Reservation Equitable Compensation Act,https://api.congress.gov/v3/bill/116/s/216?format=xml,<p><b>Spokane Tribe of Indians of the Spokane Reservation Equitable Compensation Act</b></p> <p>This bill requires the Bonneville Power Administration to make specified settlement payments to the Spokane Tribe in relation to the construction and operation of the Grand Coulee Dam. </p> <p>Payments made to the tribe may be used or invested in the same manner as other tribal governmental funds.</p> <p>The initial payment extinguishes all monetary claims that the tribe may have against the United States to a fair share of the annual hydropower revenues generated by the Grand Coulee Dam.</p>,"['Natural Resources Committee', 'Indian and Insular Affairs Subcommittee', 'Water, Wildlife and Fisheries Subcommittee', 'Indian Affairs Committee']","['Alternative and renewable resources', 'Dams and canals', 'Electric power generation and transmission', 'Federal-Indian relations', 'Indian claims', 'Indian lands and resources rights', 'Indian social and development programs', 'Washington State']",,"Sen. Cantwell, Maria [D-WA]",Native Americans,https://www.congress.gov/116/bills/s216/BILLS-116s216enr.xml
65,SJRES,116,A joint resolution providing for the reappointment of John Fahey as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/116/sjres/65?format=xml,<p>This joint resolution reappoints John Fahey as a citizen regent of the Board of Regents of the Smithsonian Institution. </p>,['Committee on House Administration'],"['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']",,"Sen. Boozman, John [R-AR]",Government Operations and Politics,https://www.congress.gov/116/bills/sjres65/BILLS-116sjres65enr.xml
67,SJRES,116,A joint resolution providing for the reappointment of Risa Lavizzo-Mourey as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/116/sjres/67?format=xml,<p>This joint resolution reappoints Risa Lavizzo-Mourey as a citizen regent of the Board of Regents of the Smithsonian Institution. </p>,['Committee on House Administration'],"['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']",,"Sen. Perdue, David [R-GA]",Government Operations and Politics,https://www.congress.gov/116/bills/sjres67/BILLS-116sjres67enr.xml
49,S,116,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",https://api.congress.gov/v3/bill/116/s/49?format=xml,"<p>This bill designates the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the &quot;Major Brent Taylor Vet Center Outstation.&quot;</p>","[""Veterans' Affairs Committee"", 'Health Subcommittee', ""Veterans' Affairs Committee""]","['Congressional tributes', 'Department of Veterans Affairs', 'Health facilities and institutions', 'Military personnel and dependents', 'Utah', ""Veterans' medical care""]",https://api.congress.gov/v3/bill/116/hr/54?format=xml,"Sen. Lee, Mike [R-UT]",Armed Forces and National Security,https://www.congress.gov/116/bills/s49/BILLS-116s49enr.xml
134,S,116,Combat Online Predators Act,https://api.congress.gov/v3/bill/116/s/134?format=xml,"<p><b>Combat Online Predators Act</b></p> <p>(Sec. 2) This bill increases the maximum prison term for a stalking offense, if the victim is under 18 years of age.</p> <p>(Sec. 3) The Department of Justice must report on best practices for enforcing laws related to stalking.</p>","['Judiciary Committee', 'Judiciary Committee']","['Assault and harassment offenses', 'Congressional oversight', 'Crime victims', 'Crimes against children', 'Criminal investigation, prosecution, interrogation', 'Criminal procedure and sentencing', 'Internet and video services', 'Internet, web applications, social media', 'Law enforcement administration and funding', 'State and local government operations']","https://api.congress.gov/v3/bill/116/s/2843?format=xml, https://api.congress.gov/v3/bill/116/s/2920?format=xml, https://api.congress.gov/v3/bill/116/hr/1585?format=xml, https://api.congress.gov/v3/bill/116/hr/570?format=xml","Sen. Toomey, Patrick [R-PA]",Crime and Law Enforcement,https://www.congress.gov/116/bills/s134/BILLS-116s134enr.xml
50,S,116,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,https://api.congress.gov/v3/bill/116/s/50?format=xml,"<p><b>Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act</b></p> <p>This bill authorizes the Bureau of Indian Affairs (BIA) to assess sanitation and safety conditions on land set aside to provide Columbia River Treaty tribes access to traditional fishing grounds. The bill applies to land held by the United States for the benefit of the Nez Perce Tribe, the Confederated Tribes of Umatilla Indian Reservation, the Confederated Tribes of the Warm Springs Reservation of Oregon, and the Confederated Tribes and Bands of the Yakama Nation.</p> <p>The BIA may enter into contracts with tribes or tribal organizations to improve sanitation, safety conditions, and access to electricity, sewer, and water infrastructure on this land. </p> <p> The Government Accountability Office must evaluate whether the sanitation and safety conditions on the lands have improved as a result of the contracts and report on the results of the evaluation.</p>",['Indian Affairs Committee'],"['Congressional oversight', 'Electric power generation and transmission', 'Environmental assessment, monitoring, research', 'Government studies and investigations', 'Hunting and fishing', 'Indian lands and resources rights', 'Oregon', 'Solid waste and recycling', 'Washington State', 'Water quality', 'Water use and supply']",https://api.congress.gov/v3/bill/116/hr/91?format=xml,"Sen. Merkley, Jeff [D-OR]",Native Americans,https://www.congress.gov/116/bills/s50/BILLS-116s50enr.xml
151,S,116,Pallone-Thune TRACED Act,https://api.congress.gov/v3/bill/116/s/151?format=xml,"<p><b>Pallone-Thune Telephone Robocall Abuse Criminal Enforcement and Deterrence Act or the Pallone-Thune TRACED Act</b></p> <p>This bill establishes rules and requirements to deter criminal robocall violations.</p> <p>Specifically, the Federal Communications Commission (FCC) must</p> <ul> <li>require voice service providers to develop call authentication technologies; </li> <li>initiate a rulemaking to protect a subscriber from receiving unwanted calls or texts from a caller using an unauthenticated number; </li> <li>establish when a provider may block a voice call based on information provided by the call authentication framework, but also establish a process to permit a calling party adversely affected by the framework to verify the authenticity of their calls;</li> <li>streamline the ways in which a private entity may voluntarily share information with the FCC relating to a call or text message that violates robocall restrictions;</li> <li>determine whether its policies regarding access to number resources could be modified to help reduce access to numbers by potential robocall violators; </li> <li>report on the implementation of the reassigned number database;</li> <li>implement consumer protections for exempted classes of robocalls;</li> <li>ensure opt-out/opt-in robocall blocking services provide transparency and redress options for consumers and callers with no additional line item charge to consumers or additional charge to callers for resolving complaints related to erroneously blocked calls;</li> <li>study whether to require a provider of a Voice over Internet Protocol (VoIP) service to give the FCC its contact information and retain a record of each call transmitted over the VoIP service that is sufficient to trace a call back to its source;</li> <li>provide the Department of Justice with any evidence obtained suggesting a robocall violation made with an intent to defraud or cause harm;</li> <li>protect called parties from one-ring scams (where a caller allows the call to ring for a short duration to prompt the called party to return the call and incur charges);</li> <li>establish a registration process for a single consortium that conducts private-led efforts to trace back the origin of suspected unlawful robocalls; and</li> <li>establish the Hospital Robocall Protection Group to issue best practices for combating unlawful robocalls made to hospitals, helping hospitals protect themselves, and assisting federal and state governments to combat such calls. </li> </ul> <p>The bill also implements a forfeiture penalty for violations (with or without intent) of the prohibitions on certain robocalls. </p>","['Energy and Commerce Committee', 'Communications and Technology Subcommittee', 'Commerce, Science, and Transportation Committee']","['Administrative law and regulatory procedures', 'Civil actions and liability', 'Congressional oversight', 'Department of Justice', 'Executive agency funding and structure', 'Federal Communications Commission (FCC)', 'Fraud offenses and financial crimes', 'Government studies and investigations', 'Internet and video services', 'Internet, web applications, social media', 'Marketing and advertising', 'Right of privacy', 'Telephone and wireless communication']","https://api.congress.gov/v3/bill/116/hr/3264?format=xml, https://api.congress.gov/v3/bill/116/hr/3325?format=xml, https://api.congress.gov/v3/bill/116/hr/3434?format=xml, https://api.congress.gov/v3/bill/116/s/819?format=xml, https://api.congress.gov/v3/bill/116/hr/721?format=xml, https://api.congress.gov/v3/bill/116/hr/3780?format=xml, https://api.congress.gov/v3/bill/116/hr/2015?format=xml, https://api.congress.gov/v3/bill/116/hr/1602?format=xml","Sen. Thune, John [R-SD]","Science, Technology, Communications",https://www.congress.gov/116/bills/s151/BILLS-116s151enr.xml
153,S,116,Supporting Veterans in STEM Careers Act,https://api.congress.gov/v3/bill/116/s/153?format=xml,"<p><b>Supporting Veterans in STEM Careers Act</b> </p> <p>This bill addresses the participation of veterans in STEM (science, technology, engineering, and mathematics) fields, including by making veterans eligible for certain National Science Foundation (NSF) programs. </p> <p> (Sec. 3) The bill directs the NSF to (1) encourage veterans to study and pursue careers in STEM and computer science in coordination with other federal agencies that serve veterans, and (2) submit a plan to Congress for enhancing veterans outreach. </p> <p>The National Science Board shall provide in its annual report on the state of science and engineering in the United States relevant data on veterans in science and engineering careers or education programs.</p> <p>The bill provides for veterans' participation in (1) the Robert Noyce Teacher Scholarship program to recruit and train mathematics and science teachers, (2) NSF fellowships and masters fellowships for mathematics and science teachers, (3) computer and network security capacity building grants, and (4) traineeship grants leading to a doctorate degree in computer and network security research. </p> <p> The Office of Science and Technology Policy shall establish an interagency working group to improve veteran and military spouse equity and representation in STEM fields. </p> <p>(Sec. 4) The Government Accountability Office must study (1) the academic success rates of student veterans pursuing an undergraduate degree in STEM, computer science, medicine, or other fields identified as meeting national needs; and (2) the barriers faced by such students in pursuing such degrees. </p>","[""Veterans' Affairs Committee"", 'Economic Opportunity Subcommittee', 'Science, Space, and Technology Committee', 'Commerce, Science, and Transportation Committee']","['Computer security and identity theft', 'Computers and information technology', 'Congressional oversight', 'Education programs funding', 'Executive Office of the President', 'Executive agency funding and structure', 'Higher education', 'Military personnel and dependents', 'Research administration and funding', 'Science and engineering education', 'Student aid and college costs', 'Teaching, teachers, curricula', ""Veterans' education, employment, rehabilitation""]",https://api.congress.gov/v3/bill/116/hr/425?format=xml,"Sen. Rubio, Marco [R-FL]","Science, Technology, Communications",https://www.congress.gov/116/bills/s153/BILLS-116s153enr.xml
8906,HR,116,Lifespan Respite Care Reauthorization Act of 2020,https://api.congress.gov/v3/bill/116/hr/8906?format=xml,"<p><b>Lifespan Respite Care Reauthorization Act of </b><b>2020</b></p> <p>This bill reauthorizes through FY2024 and revises the Lifespan Respite Care Program, which supports state lifespan respite care services (i.e., services for family caregivers of children and adults with special needs). </p> <p>The bill requires each state agency that is awarded a grant under the program to report any data required by the Department of Health and Human Services for program monitoring and evaluation. </p>",['Energy and Commerce Committee'],"['Child health', 'Disability assistance', 'Government information and archives', 'Health information and medical records', 'Health programs administration and funding', 'Home and outpatient care', 'Long-term, rehabilitative, and terminal care', 'Performance measurement', 'State and local government operations']",,"Rep. Langevin, James R. [D-RI-2]",Health,https://www.congress.gov/116/bills/hr8906/BILLS-116hr8906enr.xml
163,S,116,Alaska Remote Generator Reliability and Protection Act,https://api.congress.gov/v3/bill/116/s/163?format=xml,<p><b>Alaska Remote Generator Reliability and Protection Act</b></p> <p>This bill directs the Environmental Protection Agency (EPA) to revise certain regulations regarding particulate matter emissions standards for nonemergency stationary diesel engines in remote areas of Alaska. The EPA must report on methods for assisting remote areas of Alaska in meeting specified energy needs.</p>,"['Energy and Commerce Committee', 'Environment Subcommittee', 'Environment and Public Works Committee']","['Administrative law and regulatory procedures', 'Air quality', 'Alaska', 'Congressional oversight', 'Electric power generation and transmission', 'Energy storage, supplies, demand', 'Environmental Protection Agency (EPA)', 'Environmental regulatory procedures', 'Environmental technology', 'Government studies and investigations', 'Motor fuels']",https://api.congress.gov/v3/bill/116/hr/422?format=xml,"Sen. Sullivan, Dan [R-AK]",Environmental Protection,https://www.congress.gov/116/bills/s163/BILLS-116s163enr.xml
199,S,116,Leech Lake Band of Ojibwe Reservation Restoration Act,https://api.congress.gov/v3/bill/116/s/199?format=xml,"<p><b>Leech Lake Band of Ojibwe Reservation Restoration Act</b></p> <p>This bill directs the Department of Agriculture to transfer to the administrative jurisdiction of the Department of the Interior all right, title, and interest of the United States in and to approximately 11,760 acres of identified federal land in the Chippewa National Forest in Cass County, Minnesota. Immediately upon transfer, the federal land shall be held in trust for the benefit of the Leech Lake Band of Ojibwe and considered as a part of its reservation. </p> <p>The federal land shall not become eligible or be used for gaming activities under the Indian Gaming Regulatory Act. </p>","['Natural Resources Committee', 'Federal Lands Subcommittee', 'Indian and Insular Affairs Subcommittee', 'Indian Affairs Committee']","['Congressional oversight', 'Federal-Indian relations', 'Forests, forestry, trees', 'Indian claims', 'Indian lands and resources rights', 'Land transfers', 'Minnesota']",https://api.congress.gov/v3/bill/116/hr/733?format=xml,"Sen. Smith, Tina [D-MN]",Public Lands and Natural Resources,https://www.congress.gov/116/bills/s199/BILLS-116s199enr.xml
66,SJRES,116,A joint resolution providing for the appointment of Denise O'Leary as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/116/sjres/66?format=xml,<p>This joint resolution appoints Denise O'Leary as a citizen regent of the Board of Regents of the Smithsonian Institution. </p>,['Committee on House Administration'],"['Federal officials', 'Museums, exhibitions, cultural centers', 'Smithsonian Institution']",,"Sen. Boozman, John [R-AR]",Government Operations and Politics,https://www.congress.gov/116/bills/sjres66/BILLS-116sjres66enr.xml
6535,HR,116,"To deem an urban Indian organization and employees thereof to be a part of the Public Health Service for the purposes of certain claims for personal injury, and for other purposes.",https://api.congress.gov/v3/bill/116/hr/6535?format=xml,"<p>This bill extends federal torts claim coverage for certain personal injury claims (i.e., medical malpractice liability protection) to urban Indian organizations and their employees by deeming them as part of the Public Health Service. Currently, such coverage is provided to Indian tribes, tribal organizations, Indian contractors, and their employees.</p>","['Judiciary Committee', 'Energy and Commerce Committee', 'Natural Resources Committee', 'Indian and Insular Affairs Subcommittee']","['Civil actions and liability', 'Department of Health and Human Services', 'Government employee pay, benefits, personnel management', 'Government liability', 'Health care quality', 'Health personnel', 'Indian social and development programs', 'Minority health', 'Urban and suburban affairs and development']",https://api.congress.gov/v3/bill/116/s/3650?format=xml,"Rep. Gallego, Ruben [D-AZ-7]",Native Americans,https://www.congress.gov/116/bills/hr6535/BILLS-116hr6535enr.xml
7347,HR,116,"To designate the medical center of the Department of Veterans Affairs in Ann Arbor, Michigan, as the ""Lieutenant Colonel Charles S. Kettles Department of Veterans Affairs Medical Center"".",https://api.congress.gov/v3/bill/116/hr/7347?format=xml,"<p>This bill designates the medical center of the Department of Veterans Affairs in Ann Arbor, Michigan, as the Lieutenant Colonel Charles S. Kettles Department of Veterans Affairs Medical Center or the Lieutenant Colonel Charles S. Kettles VA Medical Center.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Health Subcommittee']","['Congressional tributes', 'Department of Veterans Affairs', 'Government buildings, facilities, and property', 'Health facilities and institutions', 'Michigan', 'Military personnel and dependents', ""Veterans' medical care""]",https://api.congress.gov/v3/bill/116/s/4070?format=xml,"Rep. Dingell, Debbie [D-MI-12]",Armed Forces and National Security,https://www.congress.gov/116/bills/hr7347/BILLS-116hr7347enr.xml
6418,HR,116,"To designate the facility of the United States Postal Service located at 509 Fairhope Avenue in Fairhope, Alabama, as the ""William 'Jack' Jackson Edwards III Post Office Building"".",https://api.congress.gov/v3/bill/116/hr/6418?format=xml,"<p>Designates the facility of the United States Postal Service located at 509 Fairhope Avenue in Fairhope, Alabama, as the ""William 'Jack' Jackson Edwards III Post Office Building.""</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Alabama', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",,"Rep. Byrne, Bradley [R-AL-1]",Government Operations and Politics,https://www.congress.gov/116/bills/hr6418/BILLS-116hr6418enr.xml
